tz16_code,tz16_name,sa2_name16,sa2_main16,sa2_5dig16,sa3_name16,sa3_code16,sa4_name16,sa4_code16,lga_name16,lga_code16,gcc_name16,gcc_code16,gsc_distri,mb_cat16,albers_ha,Metro Stage,GIC_AreaName,GIC_Precinct_190919,PIFGA_Precinct,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,SGS_CoDBC_SubPrecinct190924,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
1743,Turramurra Station_West,Turramurra,121031411,11411,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,134.0463938,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,261","3,558","3,809","4,081","4,386","4,913","5,522","5,877","6,178",863,898,973,"1,020","1,045","1,106","1,165","1,218","1,276"
1744,Turramurra Primary School,Turramurra,121031411,11411,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,143.2037198,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,539","1,558","1,567","1,572","1,595","1,644","1,687","1,749","1,830",225,247,266,284,298,317,334,349,364
1745,Turramurra High School,Turramurra,121031411,11411,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,320.7287118,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,560","3,599","3,627","3,642","3,696","3,811","3,916","4,059","4,249",536,594,638,675,701,745,784,819,855
1748,Wahroonga_Eastern Rd and Boundary Rd,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,410.3117527,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,435","2,452","2,464","2,471","2,517","2,610","2,692","2,799","2,931",250,269,289,306,322,342,359,373,387
1749,North Wahroonga,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,170.4279654,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,052","3,065","3,076","3,082","3,150","3,285","3,400","3,542","3,710",319,348,378,403,422,449,473,494,516
1750,Turramurra_North,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,62.09672568,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,224","1,281","1,311","1,327","1,345","1,381","1,415","1,467","1,535",183,193,212,224,233,248,260,271,283
1751,Wahroonga Station,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,123.6816383,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,749","2,973","3,259","3,581","3,663","3,787","3,961","4,119","4,317","1,807","1,976","2,127","2,254","2,338","2,486","2,628","2,761","2,897"
1752,Abbotsleigh Senior Campus,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,97.87867469,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,107","2,193","2,322","2,463","2,528","2,670","2,830","2,996","3,141",645,718,773,825,860,918,973,"1,026","1,079"
1753,Warrawee Station,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,96.15297044,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,021","2,264","2,405","2,502","2,741","3,191","3,574","3,884","4,086",331,363,391,414,429,457,482,506,531
1754,Wahroonga_Roland Av and Mildred St,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,157.4713712,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,019","3,182","3,255","3,294","3,358","3,484","3,593","3,737","3,913",337,367,398,424,444,474,500,523,547
1755,Fox Valley Village,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,214.6122495,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,828","1,884","1,968","2,067","2,104","2,160","2,234","2,307","2,416","3,199","3,272","3,557","3,792","3,961","4,250","4,542","4,831","5,146"
1800,Roseville_Penhurst St and William St East,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,65.16369356,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,239","2,253","2,264","2,274","2,295","2,355","2,412","2,463","2,570",490,492,508,525,542,554,563,572,583
1801,Chatswood_Gibbs St and Smith St,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Industrial,39.29937803,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,342,345,348,351,355,367,380,393,408,"3,696","3,754","3,876","3,962","4,084","4,163","4,236","4,306","4,399"
1802,Roseville,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,49.50370389,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,562","1,613","1,651","1,694","1,739","1,793","1,852","1,916","1,992",164,165,171,177,183,188,193,197,201
1803,Chatswood Chase Shopping Centre,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,19.52299648,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,747,905,"1,100","1,280","1,405","1,444","1,489","1,539","1,609","4,403","4,523","4,565","4,746","4,952","5,100","5,237","5,360","5,494"
1804,Chatswood,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,72.95551348,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,982","4,018","4,077","4,183","4,352","4,511","4,698","4,904","5,095",932,959,986,"1,022","1,064","1,098","1,128","1,154","1,183"
1805,Westfield Chatswood_Chatswood Station_East,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,12.1818845,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,607,641,698,755,817,906,999,"1,098","1,175","6,760","7,421","7,877","8,242","8,672","9,014","9,463","9,785","10,019"
1806,Chatswood Station_West,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,9.340184092,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,875","2,918","2,963","3,008","3,208","3,968","4,668","5,315","5,755","10,966","11,985","12,716","13,300","13,870","14,274","14,820","15,246","15,525"
1807,Legacy House Hospital,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,57.48858705,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,552","3,626","3,758","3,880","4,008","4,246","4,488","4,727","4,987","1,039","1,134","1,165","1,216","1,258","1,249","1,272","1,298","1,330"
1808,Artarmon Station_East,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,93.72202539,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,915","2,917","2,918","2,920","2,936","3,001","3,057","3,102","3,230",407,421,436,450,465,477,488,498,509
1809,Artarmon_Reservoirs,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,29.555041,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,288","3,310","3,328","3,351","3,378","3,412","3,451","3,492","3,621",428,437,455,472,490,502,513,522,534
1810,Artarmon Station_West,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,42.61041584,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,758","3,776","3,801","3,840","3,901","3,955","4,021","4,091","4,244",875,895,912,935,967,997,"1,020","1,042","1,067"
1811,Westfield Chatswood_Anderson St,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,8.34476545,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,924","2,033","2,213","2,395","2,592","2,872","3,170","3,482","3,727",142,156,166,174,183,190,199,206,211
1812,Chatswood West_Zenith Centre,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,7.174153828,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,220","2,252","2,288","2,322","2,477","3,063","3,604","4,104","4,443","2,474","2,704","2,868","3,000","3,129","3,220","3,343","3,439","3,502"
1813,Chatswood West_Greville St Park,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,73.95738319,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,582","2,613","2,651","2,760","2,982","3,124","3,349","3,444","3,612",718,729,742,765,790,808,825,841,858
1814,Chatswood Tennis Club,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,110.0293203,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,878","1,891","1,901","1,960","2,137","2,250","2,388","2,464","2,584",209,213,225,233,243,250,256,261,266
1815,Chatswood High School,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,70.24355462,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,599","3,796","3,919","4,050","4,198","4,320","4,472","4,629","4,854",852,919,951,999,"1,060","1,105","1,146","1,184","1,223"
1816,Clifford Love Footbridge Lane Cove,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,110.1930041,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,191","3,402","3,785","4,159","4,536","4,847","5,210","5,470","5,742",857,884,901,924,954,981,"1,005","1,026","1,049"
1817,Chatswood Golf Club,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,63.2037168,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,808","1,829","1,841","1,891","2,048","2,152","2,265","2,351","2,466",210,218,229,237,247,255,261,267,274
1818,Lane Cove North,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,26.04528897,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,950,"1,148","1,257","1,413","1,687","1,942","2,139","2,389","2,524",78,76,80,81,84,87,89,92,94
1819,Lane Cove_Helen St  and Norton La,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,25.80454202,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,641","3,737","3,876","3,998","4,060","4,127","4,199","4,353","4,600",305,315,322,330,343,356,368,379,390
1820,Lane Cove_Centennial Ave and Karilla Ave,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,55.66522463,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,359","2,800","2,997","3,170","3,252","3,343","3,419","3,590","3,789",143,145,148,151,158,164,167,171,175
1821,Lane Cove North_Kullah Parade,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,18.57470571,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,833","2,216","2,427","2,727","3,256","3,750","4,129","4,611","4,872",56,55,57,58,60,62,64,65,67
1823,Lane Cove Industrial Estate,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Industrial,91.39739225,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,303,303,303,303,303,302,302,312,330,"5,107","5,167","5,288","5,385","5,517","5,590","5,672","5,765","5,909"
1824,Lane Cove West,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,54.2372182,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,777","1,788","1,802","1,869","2,011","2,176","2,501","2,580","2,728",220,239,250,261,276,290,300,311,322
1825,Lane Cove_Rosenthal Av and Birdwood Av,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Commercial,13.82643846,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,647,"1,047","1,284","1,536","1,794","2,075","2,500","2,594","2,738","1,624","1,750","1,798","1,875","1,978","2,067","2,147","2,220","2,296"
1826,Lane Cove,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,87.09361686,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,184","4,302","4,455","4,612","4,754","4,911","5,110","5,312","5,614",872,876,921,947,980,"1,002","1,025","1,049","1,078"
1827,Carisbrook House Lane Cove,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,67.45728919,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,427","3,816","4,304","4,771","5,164","5,586","5,937","6,444","6,810",708,720,754,778,804,823,836,850,868
1828,Lane Cove_Longueville Rd and Dorritt St,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,69.19356975,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,190","2,795","3,248","3,632","3,711","3,862","4,208","4,340","4,581","1,182","1,312","1,370","1,439","1,528","1,613","1,691","1,765","1,839"
1829,Lane Cove Country Club,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,63.77126425,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,901","2,473","2,904","3,253","3,337","3,429","3,505","3,677","3,879",346,356,372,384,402,419,433,446,460
1830,Riverview,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,137.1798534,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,501","3,567","3,605","3,745","4,079","4,350","4,549","4,856","5,134",793,953,"1,006","1,062","1,145","1,227","1,297","1,364","1,429"
1831,Greenwich Hospital,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,78.53047291,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,278","3,431","3,607","3,783","3,921","4,066","4,192","4,418","4,669","1,196","1,211","1,236","1,280","1,328","1,372","1,425","1,476","1,529"
1832,St Leonards_Park Rd and River Rd,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,23.90679716,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,245","1,855","2,129","2,834","3,945","4,474","4,804","5,227","5,519","2,054","2,058","2,100","2,166","2,224","2,266","2,318","2,371","2,433"
1833,Northwood Ferry Wharf,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,38.1963891,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,013","1,021","1,025","1,065","1,168","1,250","1,306","1,397","1,477",162,166,173,179,186,193,198,204,209
1834,Longueville Private Hospital,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,99.30847946,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,141","2,161","2,186","2,293","2,514","2,697","2,834","3,038","3,212",367,379,393,406,423,440,455,469,484
1835,Greenwich Point Ferry Wharf,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,68.38438067,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,863","1,893","1,938","1,997","2,087","2,175","2,246","2,375","2,511",338,348,354,362,375,385,396,406,418
1836,St Leonards Station West,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Industrial,24.46335323,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,401","1,415","1,457","1,576","1,916","2,401","2,815","3,170","3,423","11,055","11,028","10,963","11,207","11,454","11,626","11,938","12,239","12,552"
1837,North Shore Veterinary Hospital,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,5.860532034,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,668","1,945","2,193","2,534","2,863","3,021","3,204","3,409","3,640","1,736","1,792","1,869","1,933","1,988","2,025","2,044","2,066","2,099"
1838,Artarmon,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Industrial,27.17481754,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,3,3,3,3,3,3,3,3,"4,088","4,179","4,236","4,311","4,398","4,465","4,515","4,563","4,631"
1839,Naremburn Pk,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,39.84106681,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,041","2,057","2,078","2,112","2,164","2,218","2,281","2,351","2,441",248,267,281,294,309,321,331,341,350
1840,Naremburn,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,56.22961327,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,180","2,185","2,197","2,219","2,258","2,311","2,371","2,437","2,528",259,268,277,287,298,304,311,318,327
1841,Artarmon Industrial Area_Western End,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Industrial,54.85618416,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,14,14,15,15,16,17,17,18,19,"6,294","6,506","6,662","6,799","6,967","7,075","7,170","7,270","7,426"
1842,St Leonards Station,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,28.57537708,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,606","1,650","1,687","1,735","1,793","1,804","1,819","1,837","1,913",949,945,985,"1,014","1,045","1,072","1,097","1,121","1,148"
1843,Royal North Shore Hospital,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Hospital/Medical,23.27551655,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,28,28,29,31,38,47,55,62,67,54,54,54,55,56,57,59,60,62
1844,St Leonards,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,8.014541052,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,792","2,050","2,288","2,596","2,994","3,147","3,322","3,521","3,743","4,772","4,923","5,132","5,300","5,456","5,552","5,599","5,654","5,739"
1845,St Leonards_Australian Medical Association (NSW),St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Commercial,7.837410551,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,394,474,533,607,686,727,773,826,885,"5,585","5,816","6,063","6,264","6,463","6,603","6,686","6,775","6,900"
1846,Wollstonecraft_Smoothey Park,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,13.13526048,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,470,700,803,"1,069","1,488","1,687","1,812","1,972","2,082",37,37,38,39,40,41,42,43,44
1847,Castle Cove,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Parkland,234.2863584,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,689","2,701","2,713","2,730","2,759","2,895","3,037","3,183","3,307",504,533,562,587,617,641,661,681,702
1848,North Willoughby,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,67.76343496,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,184","2,192","2,200","2,209","2,223","2,281","2,343","2,406","2,497",515,529,547,568,592,612,625,637,651
1849,The Sugarloaf Middle Cove,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,91.21426587,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,256","1,267","1,275","1,282","1,291","1,315","1,339","1,363","1,414",254,275,288,302,320,334,347,358,370
1850,Willoughby Girls High School,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,77.53960681,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,549","3,600","3,656","3,741","3,865","3,968","4,074","4,184","4,346","1,300","1,367","1,423","1,485","1,563","1,625","1,681","1,734","1,789"
1851,Willoughby East,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,71.31139724,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,475","2,493","2,522","2,576","2,662","2,783","2,916","3,060","3,178",672,688,689,684,708,736,754,769,785
1852,The Quadrangle Shopping Centre,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,141.0526307,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,835","2,841","2,848","2,859","2,895","3,012","3,111","3,188","3,319",734,746,764,792,824,850,875,899,923
