Locality,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
NEUTRAL BAY,9639.0,10110.0,10459.0,10786.0,11104.0,11548.0,12074.0,12584.0,13246.0,5085.0,5398.0,5691.0,6076.0,6470.0,6865.0,7215.0,7501.0,7801.0
NEWINGTON,6852.0,6898.0,7089.0,7193.0,7257.0,7326.0,7520.0,7794.0,8349.0,1137.0,1229.0,1333.0,1418.0,1506.0,1576.0,1654.0,1728.0,1806.0
NEWPORT,10498.0,10620.0,10757.0,10975.0,11501.0,12024.0,12548.0,13077.0,13562.0,2501.0,2657.0,2820.0,3047.0,3307.0,3513.0,3703.0,3868.0,4038.0
NEWTOWN,15900.0,16164.0,16341.0,16670.0,17258.0,17776.0,18316.0,18891.0,19512.0,6596.0,7134.0,7306.0,7720.0,8174.0,8607.0,9040.0,9429.0,9827.0
NORMANHURST,6132.0,6401.0,6513.0,6610.0,6750.0,7051.0,7375.0,7706.0,8103.0,1248.0,1325.0,1432.0,1530.0,1637.0,1764.0,1887.0,2001.0,2109.0
NORTH BALGOWLAH,3336.0,3349.0,3357.0,3359.0,3364.0,3419.0,3469.0,3510.0,3586.0,422.0,451.0,470.0,508.0,550.0,588.0,623.0,653.0,683.0
NORTH BONDI,12031.0,12154.0,12227.0,12329.0,12497.0,12956.0,13371.0,14052.0,14740.0,2045.0,2216.0,2297.0,2422.0,2582.0,2747.0,2897.0,3027.0,3158.0
NORTH CURL CURL,4108.0,4142.0,4162.0,4170.0,4174.0,4235.0,4291.0,4340.0,4430.0,978.0,1027.0,1045.0,1110.0,1189.0,1262.0,1328.0,1384.0,1441.0
NORTH EPPING,4694.0,4772.0,4810.0,4850.0,4927.0,5113.0,5318.0,5544.0,5827.0,450.0,511.0,565.0,599.0,630.0,672.0,702.0,729.0,763.0
NORTH KELLYVILLE,4904.0,13595.0,20176.0,25099.0,26648.0,27004.0,27250.0,27277.0,28187.0,746.0,1099.0,1411.0,1663.0,2018.0,2146.0,2238.0,2311.0,2464.0
NORTH MANLY,5169.0,5182.0,5191.0,5197.0,5206.0,5277.0,5343.0,5394.0,5500.0,796.0,812.0,832.0,885.0,949.0,1005.0,1058.0,1103.0,1151.0
NORTH NARRABEEN,5197.0,5263.0,5303.0,5374.0,5649.0,5873.0,6083.0,6273.0,6551.0,1014.0,1059.0,1122.0,1196.0,1283.0,1354.0,1418.0,1474.0,1533.0
NORTH PARRAMATTA,15473.0,16975.0,19635.0,21985.0,23412.0,25193.0,27602.0,29282.0,32462.0,6310.0,6745.0,7594.0,8230.0,8941.0,9477.0,10177.0,10879.0,11449.0
NORTH RICHMOND,5124.0,5777.0,5980.0,6236.0,6371.0,6500.0,6629.0,6770.0,6910.0,2236.0,2239.0,2256.0,2297.0,2353.0,2475.0,2586.0,2704.0,2880.0
NORTH ROCKS,8178.0,8748.0,8958.0,9086.0,9265.0,10304.0,11775.0,13656.0,13710.0,4305.0,4510.0,4885.0,5161.0,5479.0,5707.0,5966.0,6221.0,6492.0
NORTH RYDE,10572.0,14992.0,16776.0,17730.0,19212.0,20316.0,21242.0,21999.0,23825.0,14148.0,15719.0,16696.0,17659.0,18807.0,19850.0,20837.0,21667.0,22660.0
NORTH ST MARYS,4019.0,4117.0,4166.0,4228.0,4312.0,4981.0,5653.0,6325.0,7003.0,1756.0,1773.0,2025.0,2297.0,2616.0,2999.0,3379.0,3797.0,4215.0
NORTH STRATHFIELD,3763.0,4033.0,4685.0,5514.0,6781.0,8448.0,10080.0,11697.0,13833.0,2666.0,3152.0,3537.0,3916.0,4176.0,4469.0,4711.0,4939.0,5157.0
NORTH SYDNEY,7674.0,10391.0,12498.0,14380.0,15014.0,15940.0,16845.0,17766.0,18724.0,52012.0,56261.0,59476.0,63022.0,66776.0,70424.0,73606.0,76083.0,78719.0
NORTH TURRAMURRA,4348.0,4430.0,4485.0,4529.0,4765.0,5214.0,5592.0,5938.0,6232.0,1531.0,1602.0,1740.0,1845.0,1921.0,2052.0,2180.0,2303.0,2436.0
NORTH WAHROONGA,2435.0,2452.0,2464.0,2471.0,2517.0,2610.0,2692.0,2799.0,2931.0,250.0,269.0,289.0,306.0,322.0,342.0,359.0,373.0,387.0
NORTH WILLOUGHBY,5733.0,5792.0,5856.0,5950.0,6088.0,6249.0,6417.0,6590.0,6843.0,1815.0,1896.0,1970.0,2053.0,2155.0,2237.0,2306.0,2371.0,2440.0
NORTHBRIDGE,6630.0,6761.0,6895.0,7089.0,7369.0,7712.0,8080.0,8473.0,8812.0,2086.0,2139.0,2212.0,2294.0,2388.0,2465.0,2535.0,2599.0,2669.0
NORTHMEAD,13038.0,13656.0,14047.0,14464.0,14938.0,16294.0,17783.0,19281.0,19689.0,5424.0,5826.0,6270.0,6610.0,6958.0,7215.0,7522.0,7813.0,8154.0
NORTHWOOD,1013.0,1021.0,1025.0,1065.0,1168.0,1250.0,1306.0,1397.0,1477.0,162.0,166.0,173.0,179.0,186.0,193.0,198.0,204.0,209.0
NORWEST,1217.0,4220.0,9867.0,14131.0,17930.0,18277.0,18544.0,18599.0,19561.0,11018.0,12986.0,14139.0,16433.0,18146.0,19544.0,20849.0,22232.0,23802.0
OAKDALE,5068.0,5246.0,5233.0,5107.0,4925.0,4958.0,5103.0,5336.0,5571.0,1031.0,1063.0,1093.0,1144.0,1204.0,1245.0,1286.0,1336.0,1360.0
OAKHURST,7158.0,7263.0,7322.0,7354.0,7392.0,7514.0,7702.0,7925.0,8233.0,453.0,472.0,491.0,507.0,545.0,577.0,611.0,645.0,677.0
OAKVILLE,1685.0,1692.0,1675.0,1663.0,1674.0,1669.0,1665.0,1660.0,1655.0,805.0,930.0,1062.0,1173.0,1302.0,1368.0,1421.0,1471.0,1607.0
OATLANDS,5503.0,5630.0,6110.0,6709.0,7209.0,7720.0,8193.0,8655.0,8811.0,824.0,882.0,987.0,1055.0,1124.0,1198.0,1274.0,1344.0,1392.0
OATLEY,10417.0,10604.0,10776.0,10938.0,11200.0,12060.0,13085.0,14216.0,15341.0,1784.0,1920.0,2079.0,2203.0,2356.0,2480.0,2601.0,2708.0,2827.0
OLD GUILDFORD,4364.0,4584.0,4675.0,4789.0,4930.0,5157.0,5405.0,5666.0,5930.0,1406.0,1523.0,1612.0,1696.0,1787.0,1885.0,1969.0,2089.0,2242.0
ORAN PARK,4895.0,9043.0,13824.0,21198.0,29488.0,34217.0,37286.0,39032.0,40791.0,1053.0,1544.0,3243.0,4295.0,5812.0,7460.0,9764.0,11796.0,13205.0
ORANGEVILLE,2934.0,2951.0,2950.0,2946.0,2940.0,2941.0,2942.0,2943.0,2944.0,576.0,552.0,620.0,644.0,679.0,712.0,755.0,794.0,811.0
ORCHARD HILLS,1946.0,1977.0,4169.0,7063.0,9764.0,18013.0,26163.0,34337.0,42586.0,1353.0,1541.0,1846.0,3129.0,3715.0,5356.0,6109.0,6557.0,6924.0
OXFORD FALLS,3036.0,3085.0,3197.0,3370.0,3543.0,3733.0,3962.0,4233.0,4413.0,990.0,1024.0,1051.0,1138.0,1235.0,1314.0,1394.0,1468.0,1542.0
OXLEY PARK,3255.0,3741.0,4179.0,4581.0,4860.0,5378.0,5888.0,6391.0,6899.0,292.0,305.0,332.0,355.0,381.0,440.0,493.0,552.0,609.0
OYSTER BAY,5317.0,5411.0,5500.0,5634.0,5805.0,6036.0,6294.0,6589.0,6786.0,463.0,500.0,528.0,561.0,602.0,638.0,674.0,705.0,739.0
PADDINGTON,13691.0,13769.0,13850.0,14025.0,14158.0,14708.0,14936.0,15114.0,15530.0,6293.0,6827.0,7072.0,7445.0,7839.0,8343.0,8665.0,8950.0,9231.0
PADSTOW,14490.0,14929.0,15545.0,16141.0,16903.0,17857.0,18800.0,19800.0,20595.0,8151.0,8384.0,8726.0,8910.0,9132.0,9333.0,9598.0,9887.0,10263.0
PADSTOW HEIGHTS,2633.0,2703.0,2819.0,2923.0,3013.0,3143.0,3295.0,3468.0,3544.0,265.0,271.0,291.0,310.0,327.0,344.0,361.0,377.0,396.0
PAGEWOOD,3961.0,4430.0,4682.0,4836.0,4947.0,5502.0,6082.0,6686.0,7295.0,1556.0,1744.0,1799.0,1875.0,1941.0,2037.0,2130.0,2212.0,2294.0
PALM BEACH,1869.0,1892.0,1914.0,1950.0,2077.0,2178.0,2275.0,2363.0,2493.0,861.0,886.0,931.0,998.0,1075.0,1134.0,1189.0,1236.0,1284.0
PANANIA,15092.0,15584.0,16241.0,16799.0,17350.0,18157.0,19064.0,20087.0,20583.0,1780.0,1838.0,1947.0,2039.0,2127.0,2209.0,2299.0,2380.0,2482.0
PARKLEA,2905.0,3015.0,3108.0,3178.0,3328.0,3552.0,3761.0,3938.0,4161.0,558.0,635.0,752.0,843.0,958.0,1032.0,1107.0,1176.0,1272.0
PARRAMATTA,25873.0,33955.0,40521.0,46357.0,51584.0,54398.0,58766.0,62908.0,71255.0,54000.0,62636.0,76108.0,85471.0,95665.0,105493.0,115712.0,126412.0,133401.0
PEAKHURST,10358.0,11162.0,11889.0,12489.0,13193.0,14080.0,15045.0,16083.0,17120.0,5810.0,5902.0,6061.0,6220.0,6531.0,6785.0,7038.0,7276.0,7552.0
PEAKHURST HEIGHTS,2429.0,2462.0,2500.0,2537.0,2606.0,2891.0,3192.0,3491.0,3790.0,340.0,374.0,411.0,440.0,476.0,504.0,532.0,558.0,585.0
PEMULWUY,5189.0,5534.0,6501.0,7263.0,7901.0,8212.0,8438.0,8631.0,10622.0,4233.0,4691.0,4916.0,5121.0,5277.0,5414.0,5566.0,5694.0,5905.0
PENDLE HILL,7561.0,8225.0,8521.0,8868.0,9225.0,9599.0,9955.0,10302.0,10466.0,2296.0,2381.0,2591.0,2750.0,2929.0,3070.0,3243.0,3417.0,3597.0
PENNANT HILLS,8380.0,8713.0,8841.0,8957.0,9264.0,10123.0,11035.0,12016.0,12645.0,3882.0,4289.0,4726.0,4982.0,5208.0,5532.0,5770.0,5987.0,6286.0
PENRITH,13782.0,18991.0,22395.0,24489.0,23983.0,26930.0,29921.0,33025.0,36156.0,23501.0,26116.0,27707.0,29332.0,30715.0,31784.0,33146.0,35237.0,37879.0
PENSHURST,13983.0,14210.0,14431.0,14613.0,14844.0,15344.0,15888.0,16447.0,17030.0,1816.0,1956.0,2111.0,2238.0,2395.0,2522.0,2645.0,2754.0,2874.0
PETERSHAM,9690.0,10535.0,11044.0,11250.0,11450.0,12374.0,13359.0,14351.0,15245.0,2598.0,3016.0,3257.0,3436.0,3674.0,3855.0,4025.0,4175.0,4331.0
PHILLIP BAY,2682.0,2775.0,2949.0,3003.0,3119.0,3288.0,3517.0,3578.0,3735.0,281.0,306.0,332.0,348.0,366.0,389.0,415.0,439.0,464.0
PICNIC POINT,5230.0,5439.0,5722.0,5970.0,6242.0,6596.0,6964.0,7339.0,7573.0,598.0,628.0,667.0,700.0,731.0,759.0,791.0,820.0,854.0
PICTON,4627.0,4810.0,4964.0,5044.0,5113.0,5387.0,5799.0,6324.0,6854.0,2834.0,3052.0,3494.0,3809.0,4213.0,4581.0,4971.0,5149.0,5253.0
PITT TOWN,3384.0,4012.0,4513.0,4618.0,5109.0,5103.0,5097.0,5092.0,5086.0,723.0,833.0,948.0,1051.0,1170.0,1227.0,1271.0,1319.0,1430.0
PLEASURE POINT,1161.0,1207.0,1483.0,1544.0,1548.0,1550.0,1689.0,1884.0,2276.0,156.0,165.0,176.0,187.0,195.0,203.0,215.0,234.0,250.0
PLUMPTON,9525.0,10001.0,10181.0,10261.0,10390.0,10798.0,11347.0,11979.0,12844.0,1601.0,1651.0,1658.0,1732.0,1858.0,1964.0,2078.0,2186.0,2290.0
POINT PIPER,2312.0,2319.0,2332.0,2357.0,2377.0,2534.0,2598.0,2672.0,2719.0,1201.0,1333.0,1381.0,1452.0,1530.0,1632.0,1680.0,1717.0,1758.0
PORT BOTANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0,1885.0,1917.0,1980.0,2031.0,2037.0,2043.0,2040.0,2053.0
PORT HACKING,1828.0,1853.0,1881.0,1925.0,1987.0,2091.0,2202.0,2323.0,2396.0,255.0,278.0,291.0,311.0,334.0,355.0,375.0,391.0,408.0
POTTS HILL,939.0,1190.0,1387.0,1508.0,1609.0,1609.0,1609.0,1609.0,1644.0,947.0,1340.0,1452.0,1569.0,1680.0,1734.0,1783.0,1832.0,1878.0
POTTS POINT,8679.0,8991.0,9157.0,9637.0,10048.0,10415.0,10784.0,11166.0,11555.0,8395.0,9146.0,9440.0,9946.0,10431.0,10927.0,11376.0,11752.0,12150.0
PRAIRIEWOOD,3362.0,3423.0,3415.0,3410.0,3410.0,4077.0,4602.0,5171.0,5743.0,3468.0,3584.0,3604.0,3672.0,3882.0,4419.0,4774.0,5200.0,5773.0
PRESTONS,15884.0,16679.0,17037.0,17249.0,17296.0,17418.0,18264.0,19442.0,21793.0,11169.0,11834.0,11743.0,11777.0,11972.0,12362.0,12930.0,13713.0,15079.0
PROSPECT,4887.0,5321.0,5609.0,5759.0,5929.0,5992.0,6101.0,6231.0,6436.0,5710.0,6171.0,6313.0,6576.0,6973.0,7304.0,7616.0,7943.0,8304.0
PUNCHBOWL,20662.0,22659.0,24147.0,27195.0,30495.0,32955.0,35222.0,37261.0,39177.0,3177.0,3343.0,3669.0,3929.0,4212.0,4390.0,4575.0,4763.0,4979.0
PUTNEY,4273.0,4385.0,4516.0,4662.0,4820.0,5270.0,5838.0,6543.0,6546.0,731.0,805.0,872.0,932.0,998.0,1060.0,1118.0,1168.0,1218.0
PYMBLE,11508.0,12866.0,13851.0,14479.0,15000.0,16056.0,17109.0,18085.0,18970.0,5666.0,6095.0,6510.0,6828.0,7119.0,7513.0,7870.0,8190.0,8547.0
PYRMONT,13674.0,13871.0,14745.0,16967.0,17777.0,18491.0,19184.0,19886.0,20645.0,24621.0,25951.0,27490.0,29148.0,30744.0,32595.0,34444.0,36075.0,37662.0
QUAKERS HILL,29273.0,31460.0,34595.0,36413.0,37665.0,38839.0,40210.0,41644.0,42975.0,3858.0,4400.0,5622.0,6572.0,7636.0,8229.0,8677.0,9023.0,9599.0
QUEENS PARK,3295.0,3321.0,3330.0,3356.0,3436.0,3661.0,3852.0,4051.0,4252.0,852.0,962.0,1005.0,1069.0,1147.0,1226.0,1297.0,1359.0,1422.0
QUEENSCLIFF,4530.0,4552.0,4581.0,4621.0,4656.0,4712.0,4775.0,4838.0,4936.0,561.0,583.0,600.0,634.0,675.0,716.0,752.0,781.0,811.0
RABY,6100.0,6236.0,6289.0,6312.0,6332.0,7051.0,7929.0,8954.0,9987.0,555.0,588.0,583.0,579.0,577.0,609.0,633.0,683.0,734.0
RAMSGATE,2839.0,3063.0,3157.0,3203.0,3232.0,3362.0,3528.0,3702.0,3860.0,197.0,213.0,236.0,248.0,258.0,276.0,293.0,309.0,326.0
RANDWICK,31807.0,33898.0,35919.0,38165.0,40105.0,42683.0,45722.0,48833.0,51673.0,18397.0,19354.0,21111.0,22258.0,23666.0,25425.0,27376.0,29292.0,31339.0
RAZORBACK,1502.0,1672.0,2970.0,4302.0,5806.0,6567.0,7099.0,7513.0,7930.0,400.0,453.0,691.0,782.0,909.0,1046.0,1214.0,1599.0,1656.0
REDFERN,13975.0,14245.0,14425.0,16425.0,17710.0,18838.0,19921.0,21012.0,22202.0,8057.0,8766.0,10418.0,11846.0,13330.0,14247.0,14984.0,15621.0,16305.0
REGENTS PARK,5244.0,5377.0,5444.0,5520.0,5606.0,5780.0,6145.0,6590.0,7223.0,3333.0,3643.0,3885.0,4107.0,4299.0,4478.0,4661.0,4838.0,5036.0
REGENTVILLE,654.0,678.0,693.0,709.0,736.0,834.0,935.0,1040.0,1146.0,623.0,688.0,742.0,805.0,866.0,931.0,1000.0,1090.0,1189.0
REVESBY,14365.0,14906.0,15591.0,16170.0,16752.0,17593.0,18546.0,19637.0,20163.0,7301.0,7561.0,7830.0,8038.0,8270.0,8490.0,8749.0,9006.0,9349.0
REVESBY HEIGHTS,2470.0,2531.0,2646.0,2751.0,2840.0,2972.0,3131.0,3313.0,3382.0,225.0,238.0,253.0,267.0,280.0,293.0,307.0,319.0,334.0
RHODES,12567.0,14383.0,16569.0,19840.0,21575.0,22163.0,22737.0,23322.0,24103.0,12624.0,14530.0,15823.0,17131.0,18515.0,19923.0,21200.0,22303.0,23527.0
RICHMOND,5505.0,5594.0,5660.0,5762.0,5906.0,6534.0,7175.0,7874.0,8579.0,6893.0,7291.0,7492.0,7711.0,7992.0,8457.0,8870.0,9386.0,10000.0
RIVERSTONE,7434.0,11482.0,19019.0,28202.0,39299.0,43245.0,46364.0,48559.0,51544.0,4171.0,5391.0,6940.0,8354.0,9428.0,10644.0,11240.0,11332.0,12495.0
RIVERVIEW,3501.0,3567.0,3605.0,3745.0,4079.0,4350.0,4549.0,4856.0,5134.0,793.0,953.0,1006.0,1062.0,1145.0,1227.0,1297.0,1364.0,1429.0
RIVERWOOD,12830.0,13660.0,16323.0,19166.0,22249.0,22521.0,22601.0,22673.0,22764.0,4291.0,4423.0,4564.0,4682.0,4902.0,5075.0,5247.0,5416.0,5619.0
ROCKDALE,17313.0,19481.0,21423.0,22134.0,22395.0,23281.0,24722.0,26237.0,27856.0,6272.0,6621.0,7188.0,7443.0,7733.0,8203.0,8663.0,9088.0,9549.0
RODD POINT,3018.0,3059.0,3091.0,3106.0,3133.0,3201.0,3269.0,3335.0,3362.0,319.0,367.0,400.0,423.0,446.0,473.0,500.0,525.0,551.0
ROOKWOOD,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,182.0,222.0,221.0,230.0,244.0,258.0,272.0,285.0,298.0
ROOTY HILL,16046.0,17380.0,18608.0,19393.0,20231.0,20894.0,21809.0,22901.0,23588.0,3926.0,4099.0,4268.0,4489.0,4833.0,5085.0,5370.0,5663.0,5981.0
ROPES CROSSING,6324.0,6582.0,6686.0,6732.0,7311.0,9035.0,10594.0,11865.0,13617.0,552.0,563.0,568.0,583.0,616.0,645.0,676.0,705.0,734.0
ROSE BAY,11159.0,11217.0,11300.0,11426.0,11536.0,12421.0,12838.0,13401.0,13783.0,3867.0,4112.0,4220.0,4422.0,4649.0,4977.0,5124.0,5248.0,5375.0
ROSEBERY,10729.0,12598.0,13339.0,14680.0,16435.0,19241.0,22259.0,25561.0,27982.0,7006.0,7719.0,8010.0,8451.0,8838.0,9275.0,9707.0,10077.0,10433.0
ROSEHILL,3280.0,4046.0,7318.0,12246.0,18593.0,20457.0,21182.0,21938.0,22687.0,5671.0,6011.0,6907.0,7808.0,8870.0,9274.0,9743.0,10233.0,10671.0
ROSELANDS,13567.0,15248.0,15559.0,15768.0,15903.0,16122.0,16453.0,17041.0,17843.0,3320.0,3439.0,3799.0,4101.0,4402.0,4589.0,4774.0,4950.0,5165.0
ROSEMEADOW,8198.0,8468.0,8772.0,8985.0,9268.0,10095.0,11073.0,12192.0,13320.0,1211.0,1267.0,1385.0,1459.0,1538.0,1594.0,1632.0,1691.0,1767.0
ROSEVILLE,10037.0,10541.0,11179.0,11896.0,12519.0,13606.0,14580.0,15437.0,16183.0,2123.0,2237.0,2387.0,2510.0,2604.0,2744.0,2868.0,2983.0,3102.0
ROSEVILLE CHASE,3249.0,3269.0,3278.0,3284.0,3331.0,3429.0,3515.0,3640.0,3810.0,479.0,512.0,556.0,587.0,607.0,645.0,679.0,710.0,741.0
ROSSMORE,2369.0,2532.0,2584.0,4965.0,13566.0,23939.0,27331.0,29903.0,35220.0,823.0,853.0,1094.0,1373.0,1669.0,1963.0,3304.0,4331.0,4839.0
ROUSE HILL,8746.0,13547.0,19206.0,23649.0,30277.0,35463.0,39044.0,41016.0,46507.0,4857.0,6405.0,8525.0,10419.0,12607.0,13937.0,15025.0,15770.0,16757.0
ROYAL NATIONAL PARK,552.0,553.0,553.0,554.0,573.0,651.0,716.0,762.0,854.0,204.0,223.0,227.0,237.0,252.0,264.0,276.0,285.0,297.0
ROZELLE,9149.0,9512.0,11160.0,11933.0,12669.0,13630.0,15027.0,16905.0,19277.0,4320.0,4692.0,6790.0,12251.0,12831.0,13270.0,13664.0,14026.0,14387.0
RUSE,5736.0,5827.0,5729.0,5691.0,5680.0,6377.0,7231.0,8228.0,9233.0,450.0,470.0,448.0,439.0,426.0,451.0,470.0,508.0,550.0
RUSHCUTTERS BAY,4064.0,4165.0,4184.0,4249.0,4311.0,4367.0,4425.0,4486.0,4550.0,910.0,957.0,987.0,1052.0,1111.0,1177.0,1247.0,1313.0,1374.0
RUSSELL LEA,3684.0,3719.0,3776.0,3822.0,3864.0,3968.0,4083.0,4207.0,4221.0,373.0,409.0,450.0,476.0,503.0,534.0,565.0,594.0,626.0
RYDALMERE,7306.0,8126.0,8617.0,9101.0,9627.0,10041.0,10370.0,10707.0,10744.0,10902.0,11013.0,11334.0,11571.0,12013.0,12538.0,13146.0,13773.0,14400.0
RYDE,28307.0,33448.0,36882.0,38762.0,40676.0,42843.0,45072.0,47246.0,50699.0,8846.0,9851.0,10540.0,11187.0,11883.0,12521.0,13139.0,13678.0,14254.0
SADLEIR,3249.0,3362.0,3522.0,3687.0,3812.0,4348.0,4939.0,5620.0,5624.0,238.0,276.0,382.0,482.0,601.0,666.0,696.0,738.0,829.0
SANDRINGHAM,3173.0,3214.0,3261.0,3288.0,3304.0,3355.0,3431.0,3507.0,3643.0,362.0,392.0,437.0,461.0,482.0,516.0,550.0,581.0,614.0
SANS SOUCI,10766.0,11516.0,12060.0,12413.0,12767.0,13205.0,13672.0,14182.0,14689.0,2295.0,2446.0,2702.0,2847.0,2994.0,3178.0,3361.0,3530.0,3710.0
SCHOFIELDS,4039.0,12756.0,23883.0,34068.0,42363.0,46239.0,49446.0,51836.0,55079.0,1550.0,2084.0,2785.0,3312.0,3965.0,4383.0,4759.0,5004.0,5340.0
SCOTLAND ISLAND,599.0,606.0,613.0,1037.0,1278.0,1348.0,1416.0,1445.0,1489.0,87.0,92.0,99.0,105.0,113.0,120.0,127.0,132.0,138.0
SEAFORTH,7458.0,7583.0,7553.0,7678.0,7795.0,8367.0,8936.0,9500.0,10067.0,1636.0,1708.0,1728.0,1747.0,1766.0,1801.0,1826.0,1842.0,1861.0
SEFTON,6154.0,6399.0,6807.0,7167.0,7472.0,8000.0,8641.0,9388.0,9585.0,1488.0,1543.0,1578.0,1670.0,1740.0,1800.0,1863.0,1928.0,1998.0
SEVEN HILLS,20533.0,21904.0,23470.0,24896.0,26728.0,27864.0,29536.0,31614.0,32427.0,17006.0,17281.0,17343.0,17611.0,18092.0,18357.0,18754.0,19200.0,19642.0
SHALVEY,3568.0,3640.0,3718.0,3779.0,3841.0,3898.0,3996.0,4118.0,4287.0,277.0,309.0,323.0,341.0,364.0,385.0,406.0,426.0,445.0
SHANES PARK,415.0,418.0,420.0,479.0,507.0,600.0,559.0,589.0,558.0,245.0,563.0,851.0,1202.0,1461.0,1580.0,1841.0,1919.0,2014.0
SILVERDALE,5337.0,5777.0,5915.0,5790.0,5552.0,6012.0,6854.0,7993.0,9144.0,1119.0,1192.0,1273.0,1366.0,1450.0,1524.0,1599.0,1611.0,1639.0
SILVERWATER,3571.0,4027.0,4331.0,4625.0,4941.0,5207.0,5568.0,5951.0,6423.0,14322.0,15888.0,17233.0,18217.0,19262.0,20111.0,21220.0,22334.0,23467.0
SMEATON GRANGE,65.0,440.0,1073.0,1532.0,1730.0,1782.0,1830.0,1861.0,1892.0,7506.0,8051.0,8233.0,8550.0,9155.0,9793.0,10432.0,11804.0,12990.0
SMITHFIELD,12736.0,13029.0,13415.0,13813.0,14380.0,15528.0,16799.0,18179.0,19570.0,16056.0,16610.0,16710.0,16916.0,17398.0,17979.0,18581.0,19301.0,20285.0
SOUTH COOGEE,5911.0,6164.0,6749.0,6932.0,7233.0,7563.0,7916.0,8246.0,8708.0,629.0,673.0,742.0,782.0,827.0,884.0,948.0,1009.0,1072.0
SOUTH GRANVILLE,7742.0,8256.0,8897.0,9674.0,10429.0,10825.0,11039.0,11260.0,11284.0,936.0,1018.0,1106.0,1170.0,1248.0,1334.0,1418.0,1492.0,1567.0
SOUTH HURSTVILLE,6880.0,7268.0,7921.0,8606.0,9580.0,10545.0,11422.0,12208.0,12907.0,1231.0,1307.0,1413.0,1492.0,1594.0,1675.0,1755.0,1825.0,1904.0
SOUTH MAROOTA,1170.0,1193.0,1210.0,1223.0,1243.0,1276.0,1306.0,1317.0,1423.0,279.0,286.0,292.0,309.0,329.0,349.0,370.0,387.0,405.0
SOUTH PENRITH,12117.0,12311.0,12479.0,12648.0,12803.0,14978.0,17103.0,19194.0,21305.0,2277.0,2513.0,2689.0,2893.0,3092.0,3220.0,3373.0,3590.0,3842.0
SOUTH TURRAMURRA,3560.0,3599.0,3627.0,3642.0,3696.0,3811.0,3916.0,4059.0,4249.0,536.0,594.0,638.0,675.0,701.0,745.0,784.0,819.0,855.0
SOUTH WENTWORTHVILLE,6844.0,7204.0,7409.0,7712.0,8133.0,8689.0,9256.0,9792.0,9952.0,635.0,680.0,736.0,775.0,825.0,881.0,935.0,984.0,1032.0
SOUTH WINDSOR,6757.0,6822.0,6868.0,6940.0,7045.0,7490.0,7937.0,8420.0,8908.0,4033.0,4094.0,4008.0,4041.0,4146.0,4334.0,4498.0,4671.0,4974.0
SPRING FARM,4425.0,6282.0,8623.0,10267.0,11750.0,15626.0,25402.0,38935.0,52616.0,882.0,973.0,1006.0,1057.0,1140.0,1230.0,1316.0,1501.0,1637.0
SPRINGWOOD,11994.0,12033.0,12156.0,12175.0,12374.0,12689.0,13018.0,13377.0,13704.0,3356.0,3504.0,3632.0,3729.0,3876.0,4047.0,4208.0,4404.0,4627.0
ST ANDREWS,4243.0,4321.0,4623.0,4866.0,5178.0,5503.0,5927.0,6433.0,6943.0,325.0,342.0,387.0,410.0,442.0,450.0,454.0,472.0,491.0
ST CLAIR,20548.0,20952.0,21263.0,21621.0,22089.0,24935.0,27735.0,30486.0,33262.0,2195.0,2256.0,2415.0,2584.0,2753.0,2892.0,2953.0,3034.0,3136.0
ST HELENS PARK,6807.0,6950.0,7185.0,7365.0,7616.0,8141.0,8794.0,9540.0,10293.0,371.0,391.0,432.0,456.0,489.0,496.0,498.0,512.0,531.0
ST IVES,17926.0,18770.0,19641.0,20479.0,20985.0,21784.0,22596.0,23480.0,24599.0,4680.0,5004.0,5405.0,5699.0,5883.0,6247.0,6583.0,6892.0,7219.0
ST IVES CHASE,3267.0,3290.0,3305.0,3313.0,3367.0,3477.0,3575.0,3711.0,3884.0,277.0,300.0,326.0,345.0,364.0,389.0,408.0,425.0,442.0
ST JOHNS PARK,6291.0,6440.0,6685.0,6924.0,7240.0,7514.0,7814.0,8138.0,8465.0,716.0,751.0,798.0,855.0,941.0,1011.0,1059.0,1118.0,1196.0
ST LEONARDS,6528.0,7767.0,8629.0,10178.0,12442.0,13817.0,14973.0,16215.0,17277.0,25256.0,25671.0,26181.0,26925.0,27641.0,28129.0,28644.0,29165.0,29785.0
ST MARYS,12477.0,13904.0,15042.0,16402.0,17549.0,21953.0,26421.0,30866.0,35351.0,10178.0,10463.0,12018.0,13690.0,15433.0,17550.0,19607.0,22018.0,24414.0
ST PETERS,3310.0,4058.0,4681.0,5136.0,5578.0,6010.0,6528.0,7162.0,7696.0,4334.0,4709.0,4889.0,5096.0,5347.0,5542.0,5726.0,5884.0,6043.0
STANHOPE GARDENS,12825.0,13144.0,13450.0,13675.0,13979.0,14619.0,15176.0,15629.0,16280.0,2330.0,2661.0,3448.0,4035.0,4668.0,4973.0,5181.0,5306.0,5648.0
