TZ16_CODE,TZ16_NAME,Tz16_Area,TZprojecti,TZprojec_1,TZprojec_2,TZprojec_3,TZprojec_4,TZprojec_5,TZprojec_6,TZprojec_7,TZprojec_8,TZprojec_9,TZprojec10,TZprojec11,TZprojec12,TZprojec13,TZprojec14,TZprojec15,TZprojec16,TZprojec17,TZprojec18,TZprojec19,TZprojec20,TZprojec21,TZprojec22,TZprojec23,TZprojec24,TZprojec25,TZprojec26,TZprojec27,TZprojec28,TZprojec29,TZprojec30,TZprojec31,TZprojec32,TZprojec33,TZprojec34,TZprojec35,TZprojec36,TZprojec37,TZprojec38,TZprojec39,LOC_PID,NSW_LOCA_2,LGA_CODE16,LGA_NAME16,Split_id
1813,Chatswood West_Greville St Park,738236.3993,Chatswood West_Greville St Park,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,73.95738319,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,582","2,613","2,651","2,760","2,982","3,124","3,349","3,444","3,612",718,729,742,765,790,808,825,841,858,NSW906,CHATSWOOD,18250,Willoughby (C),614
1815,Chatswood High School,701166.8156,Chatswood High School,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,70.24355462,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,599","3,796","3,919","4,050","4,198","4,320","4,472","4,629","4,854",852,919,951,999,"1,060","1,105","1,146","1,184","1,223",NSW906,CHATSWOOD,18250,Willoughby (C),614
1817,Chatswood Golf Club,630896.2262,Chatswood Golf Club,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,63.2037168,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,808","1,829","1,841","1,891","2,048","2,152","2,265","2,351","2,466",210,218,229,237,247,255,261,267,274,NSW906,CHATSWOOD,18250,Willoughby (C),614
1748,Wahroonga_Eastern Rd and Boundary Rd,4095585.464,Wahroonga_Eastern Rd and Boundary Rd,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,410.3117527,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,435","2,452","2,464","2,471","2,517","2,610","2,692","2,799","2,931",250,269,289,306,322,342,359,373,387,NSW3043,NORTH WAHROONGA,14500,Ku-ring-gai (A),616
1615,Berowra Heights_Wideview Public School,5049411.078,Berowra Heights_Wideview Public School,Berowra - Brooklyn - Cowan,121021404,11404,Hornsby,12102,Sydney - North Sydney and Hornsby,121,Hornsby (A),14000,Greater Sydney,1GSYD,North,Parkland,505.8819103,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,056","3,108","3,165","3,245","3,343","3,465","3,616","3,788","3,983",301,316,338,358,379,405,430,453,475,NSW311,BEROWRA HEIGHTS,14000,Hornsby (A),617
1616,Berowra Market Place,4553153.913,Berowra Market Place,Berowra - Brooklyn - Cowan,121021404,11404,Hornsby,12102,Sydney - North Sydney and Hornsby,121,Hornsby (A),14000,Greater Sydney,1GSYD,North,Parkland,456.1619681,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,187","2,246","2,286","2,336","2,505","2,979","3,456","3,914","4,125",489,507,536,565,598,636,674,707,739,NSW311,BEROWRA HEIGHTS,14000,Hornsby (A),617
216,Everleigh,142960.5037,Everleigh,Redfern - Chippendale,117031335,11335,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,14.32144199,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,179,179,190,624,"1,101","1,379","1,587","1,762","1,955",166,329,778,"1,438","1,857","1,969","2,071","2,159","2,257",NSW1489,EVELEIGH,17200,Sydney (C),618
224,Australian Technology Park North,103762.0781,Australian Technology Park North,Redfern - Chippendale,117031335,11335,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,10.39463126,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,1,1,3,6,8,9,11,12,"1,262","2,010","2,355","2,739","2,994","3,170","3,317","3,435","3,567",NSW1489,EVELEIGH,17200,Sydney (C),618
225,Macdonaldtown Station,137200.347,Macdonaldtown Station,Redfern - Chippendale,117031335,11335,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,13.74438567,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"1,646","1,766","1,946","2,067","2,248","2,436","2,536","2,624","2,726",NSW1489,EVELEIGH,17200,Sydney (C),618
222,Australian Technology Park,99706.28376,Australian Technology Park,Redfern - Chippendale,117031335,11335,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,9.988327229,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,1,1,3,6,8,9,10,12,"1,205","1,920","2,249","2,616","2,859","3,027","3,168","3,280","3,406",NSW1489,EVELEIGH,17200,Sydney (C),618
223,Explorer St and Aurora Place,42544.25711,Explorer St and Aurora Place,Redfern - Chippendale,117031335,11335,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,4.261976042,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,526,529,529,"1,483","2,533","3,146","3,604","3,992","4,416",11,11,13,13,15,16,17,17,18,NSW1489,EVELEIGH,17200,Sydney (C),618
667,Rhodes_North Eastern Side,318140.2075,Rhodes_North Eastern Side,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,31.87130808,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,696,758,"1,530","4,090","5,277","5,306","5,350","5,403","5,475","6,581","7,867","8,611","9,405","10,263","11,124","11,895","12,557","13,292",NSW3386,RHODES,11520,Canada Bay (A),619
668,Rhodes Station_West,113226.0318,Rhodes Station_West,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,11.34297765,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,119","2,786","3,285","3,378","3,399","3,440","3,482","3,529","3,587",84,91,98,104,111,118,124,130,136,NSW3386,RHODES,11520,Canada Bay (A),619
710,Rhodes_Walker St and Darling Ave,163556.3627,Rhodes_Walker St and Darling Ave,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,16.3850884,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"6,240","6,242","6,244","6,351","6,675","7,125","7,538","7,940","8,487",381,421,456,482,510,542,573,600,630,NSW3386,RHODES,11520,Canada Bay (A),619
711,Rhodes Station_East,221686.0277,Rhodes Station_East,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Commercial,22.20847843,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,98,107,216,577,745,749,755,763,773,"1,180","1,411","1,544","1,687","1,841","1,995","2,133","2,252","2,384",NSW3386,RHODES,11520,Canada Bay (A),619
712,Rhodes_South Western Side,187827.8167,Rhodes_South Western Side,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Commercial,18.81655155,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,414","4,490","5,294","5,444","5,479","5,543","5,612","5,687","5,781","4,398","4,740","5,114","5,453","5,790","6,144","6,475","6,764","7,085",NSW3386,RHODES,11520,Canada Bay (A),619
1518,Ryde Swimming Centre,809518.2979,Ryde Swimming Centre,Gladesville - Huntleys Point,126021498,11498,Ryde - Hunters Hill,12602,Sydney - Ryde,126,Ryde (C),16700,Greater Sydney,1GSYD,North,Residential,81.09751692,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,321","2,804","3,358","3,662","3,925","4,187","4,466","4,754","5,160","1,208","1,292","1,341","1,415","1,497","1,582","1,655","1,713","1,776",NSW3823,TENNYSON POINT,16700,Ryde (C),621
1958,Mcmahons Point,246662.7434,Mcmahons Point,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,24.71054089,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,374","1,383","1,394","1,405","1,435","1,481","1,518","1,565","1,647","1,921","2,039","2,115","2,229","2,347","2,467","2,573","2,659","2,755",NSW2568,MCMAHONS POINT,15950,North Sydney (A),623
1959,McMahons Point Wharf,164305.0112,McMahons Point Wharf,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,16.45996685,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,494","1,520","1,537","1,554","1,576","1,606","1,637","1,672","1,759",249,263,276,298,319,339,357,371,385,NSW2568,MCMAHONS POINT,15950,North Sydney (A),623
1833,Northwood Ferry Wharf,381277.6163,Northwood Ferry Wharf,Lane Cove - Greenwich,121011400,11400,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,38.1963891,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,013","1,021","1,025","1,065","1,168","1,250","1,306","1,397","1,477",162,166,173,179,186,193,198,204,209,NSW3052,NORTHWOOD,14700,Lane Cove (A),624
4028,Lethbridge Park,1620633.538,Lethbridge Park,Lethbridge Park - Tregear,116031316,11316,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,162.3597329,Remainder,GIC_2,0,Mount Druitt,Established,Mount Druitt,Mount Druitt,"4,904","5,113","5,303","5,470","5,680","5,802","5,983","6,205","6,298",177,190,198,205,218,229,241,253,264,NSW2330,LETHBRIDGE PARK,10750,Blacktown (C),625
4026,Shalvey High School,1226563.606,Shalvey High School,Lethbridge Park - Tregear,116031316,11316,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,122.8810614,Remainder,GIC_2,0,Mount Druitt,Established,Mount Druitt,Mount Druitt,"3,568","3,640","3,718","3,779","3,841","3,898","3,996","4,118","4,287",277,309,323,341,364,385,406,426,445,NSW3555,SHALVEY,10750,Blacktown (C),626
413,Eastlakes Shopping Centre,383147.3869,Eastlakes Shopping Centre,Mascot - Eastlakes,117011322,11322,Botany,11701,Sydney - City and Inner South,117,Botany Bay (C),11100,Greater Sydney,1GSYD,Central,Residential,38.38228161,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,947","4,283","4,507","4,582","4,672","4,948","5,245","5,562","5,882",256,293,316,330,342,359,375,389,404,NSW1385,EASTLAKES,11100,Botany Bay (C),627
415,Eastlakes Public School,327414.4187,Eastlakes Public School,Mascot - Eastlakes,117011322,11322,Botany,11701,Sydney - City and Inner South,117,Botany Bay (C),11100,Greater Sydney,1GSYD,Central,Residential,32.79914914,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,825","3,270","3,396","3,436","3,510","3,616","3,731","3,852","3,975",494,597,676,711,736,778,820,860,902,NSW1385,EASTLAKES,11100,Botany Bay (C),627
417,The Lakes Golf Course,2675453.354,The Lakes Golf Course,Mascot - Eastlakes,117011322,11322,Botany,11701,Sydney - City and Inner South,117,Botany Bay (C),11100,Greater Sydney,1GSYD,Central,Parkland,268.0162193,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,002","3,215","3,333","3,375","3,424","3,739","4,069","4,411","4,757",959,"1,080","1,134","1,175","1,213","1,267","1,318","1,362","1,407",NSW1385,EASTLAKES,11100,Botany Bay (C),627
4638,Springwood High School,9759230.399,Springwood High School,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Other,977.7239181,0,0,0,0,Rural,Rural,Rural_Blue Mountains (C),"1,891","1,901","1,929","1,933","1,975","2,093","2,224","2,365","2,440",205,218,228,234,244,255,266,279,293,NSW1514,FAULCONBRIDGE,10900,Blue Mountains (C),628
4642,Faulconbridge Station,5433817.636,Faulconbridge Station,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Other,544.3808121,0,0,0,0,Established,Established,Established_Blue Mountains (C),"2,224","2,233","2,262","2,266","2,314","2,368","2,420","2,476","2,542",395,414,429,439,455,475,493,515,542,NSW1514,FAULCONBRIDGE,10900,Blue Mountains (C),628
4637,Springwood Hospital,8607349.493,Springwood Hospital,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Parkland,862.3235849,0,0,0,0,Rural,Rural,Rural_Blue Mountains (C),"3,785","3,793","3,828","3,833","3,885","3,961","4,039","4,125","4,216",465,487,507,522,545,570,593,619,649,NSW3662,SPRINGWOOD,10900,Blue Mountains (C),629
4640,Springwood Country Club,3414913.483,Springwood Country Club,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Residential,342.1198592,0,0,0,0,Established,Established,Established_Blue Mountains (C),"2,604","2,613","2,645","2,650","2,701","2,767","2,833","2,906","2,979",753,757,783,807,843,885,926,971,"1,023",NSW3662,SPRINGWOOD,10900,Blue Mountains (C),629
4641,Springwood Station_North,1428603.024,Springwood Station_North,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Residential,143.1232549,0,0,0,0,Established,Established,Established_Blue Mountains (C),"1,751","1,757","1,776","1,779","1,810","1,858","1,908","1,962","2,012",543,583,606,625,654,689,724,768,813,NSW3662,SPRINGWOOD,10900,Blue Mountains (C),629
4644,Springwood Station_South,4178259.634,Springwood Station_South,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Parkland,418.5934496,0,0,0,0,Established,Established,Established_Blue Mountains (C),"1,846","1,855","1,874","1,877","1,913","1,985","2,063","2,148","2,207","1,181","1,239","1,281","1,307","1,347","1,395","1,438","1,496","1,566",NSW3662,SPRINGWOOD,10900,Blue Mountains (C),629
4645,Valley Heights Station_South,4067674.133,Valley Heights Station_South,Springwood - Winmalee,124011454,11454,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Residential,407.5139886,0,0,0,0,Established,Established,Established_Blue Mountains (C),"2,008","2,015","2,033","2,036","2,065","2,118","2,175","2,236","2,290",414,438,455,468,487,508,527,550,576,NSW3662,SPRINGWOOD,10900,Blue Mountains (C),629
3669,Oran Park_Greenway,2235140.069,Oran Park_Greenway,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,223.9040414,Remainder,0,0,South Creek West,Greenfield,SWGA,South Creek West,5,261,817,"2,690","4,968","6,264","7,102","7,575","8,053",25,27,32,38,570,"1,407","2,868","4,098","4,428",NSW3122,ORAN PARK,11450,Camden (A),631
3672,Oran Park_Pondicherry,3413358.111,Oran Park_Pondicherry,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,341.9292871,Remainder,0,0,Pondicherry,Greenfield,SWGA,Pondicherry,8,386,"1,206","3,962","7,315","9,222","10,455","11,152","11,856",37,66,85,99,202,355,615,836,910,NSW3122,ORAN PARK,11450,Camden (A),631
3679,Oran Park_Proposed School,1993821.844,Oran Park_Proposed School,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,199.7278338,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,821,"1,537","1,941","2,353","2,819","3,088","3,266","3,371","3,475",15,115,162,188,228,260,287,315,357,NSW3122,ORAN PARK,11450,Camden (A),631
3680,Oran Park,733523.7305,Oran Park,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,73.47959136,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,65,260,394,621,891,"1,046","1,148","1,207","1,266",5,6,7,8,10,11,11,12,14,NSW3122,ORAN PARK,11450,Camden (A),631
3684,Oran Park_South Cct and Tander St,1607386.676,Oran Park_South Cct and Tander St,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,161.0163878,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,"2,603","3,195","3,447","3,480","3,487","3,496","3,505","3,514","3,522",22,23,29,34,41,45,47,51,58,NSW3122,ORAN PARK,11450,Camden (A),631
3685,Oran Park_Peter Brock Drive and Oran Park Drive,1254321.71,Oran Park_Peter Brock Drive and Oran Park Drive,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,125.6493638,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,"1,377","1,800","1,979","2,004","2,013","2,021","2,028","2,034","2,040",822,855,"1,947","2,630","3,201","3,622","4,024","4,400","5,051",NSW3122,ORAN PARK,11450,Camden (A),631
3689,Oran Park_Fussy Grape Winery,2482463.549,Oran Park_Fussy Grape Winery,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,248.6749884,0,0,0,Catherine Fields (Part),Greenfield,SWGA,Catherine Fields (Part),16,"1,604","4,040","6,088","7,995","9,080","9,782","10,179","10,579",127,452,981,"1,298","1,560","1,760","1,912","2,084","2,387",NSW3122,ORAN PARK,11450,Camden (A),631
3650,Bringelly_Robinson Rd and Jersey Rd,1712927.596,Bringelly_Robinson Rd and Jersey Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,171.5934928,Stage 1,0,0,South Creek West,Greenfield,SWGA,South Creek West,238,258,267,673,"1,299","1,657","1,890","2,024","2,160",2,3,3,4,4,5,5,5,5,NSW582,BRINGELLY,11450,Camden (A),632
3651,Bringelly Village Shopping Centre,1797879.898,Bringelly Village Shopping Centre,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,180.1032709,Stage 1,0,0,South Creek West,Greenfield,SWGA,South Creek West,126,138,143,535,"1,139","1,485","1,710","1,840","1,970",13,14,17,19,24,26,45,66,72,NSW582,BRINGELLY,11450,Camden (A),632
3652,Bringelly_Ironbark,4699573.371,Bringelly_Ironbark,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,470.7760044,0,0,0,South Creek West,Greenfield,SWGA,South Creek West,15,29,35,485,"1,150","1,529","1,773","1,912","2,051",49,54,65,75,91,102,108,114,129,NSW582,BRINGELLY,11450,Camden (A),632
3657,Bringelly_Carrington Rd and Jersey Rd,1848999.992,Bringelly_Carrington Rd and Jersey Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,185.2236528,Remainder,0,0,South Creek West,Greenfield,SWGA,South Creek West,132,146,152,401,777,992,"1,132","1,213","1,294",12,13,16,19,24,31,92,144,156,NSW582,BRINGELLY,11450,Camden (A),632
3659,Bringelly_Birling,3298545.461,Bringelly_Birling,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,330.4373223,Remainder,0,0,Lowes Creek Maryland,Greenfield,SWGA,Lowes Creek Maryland,10,19,22,303,718,954,"1,106","1,192","1,279",35,38,46,53,66,76,133,182,199,NSW582,BRINGELLY,11450,Camden (A),632
3667,Bringelly_Access Track,2775321.874,Bringelly_Access Track,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,278.0158767,0,0,0,0,Rural,Rural,Rural_Camden (A),9,19,22,342,813,"1,081","1,254","1,352","1,451",30,33,39,45,55,61,65,68,78,NSW582,BRINGELLY,11450,Camden (A),632
3668,Bringelly_Henry George Park,2907593.459,Bringelly_Henry George Park,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,291.2664506,Remainder,0,0,Lowes Creek Maryland,Greenfield,SWGA,Lowes Creek Maryland,9,19,22,353,840,"1,117","1,297","1,398","1,500",33,36,43,50,155,318,604,847,918,NSW582,BRINGELLY,11450,Camden (A),632
3671,Bringelly_Recycling Centre,2623270.227,Bringelly_Recycling Centre,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,262.7835942,Remainder,0,0,South Creek West,Greenfield,SWGA,South Creek West,8,17,21,286,677,900,"1,044","1,125","1,207",28,31,37,43,135,279,532,746,808,NSW582,BRINGELLY,11450,Camden (A),632
3617,Bringelly_Mersey Rd and Severn Rd,3238551.382,Bringelly_Mersey Rd and Severn Rd,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,324.4279078,Stage 1,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,327,533,863,"1,212","2,299","3,340","3,446","3,451","3,462",234,264,599,"1,040","1,677","2,296","2,689","2,867","3,254",NSW582,BRINGELLY,14900,Liverpool (C),633
