TZ16_CODE,TZ16_NAME,Tz16_Area,TZprojecti,TZprojec_1,TZprojec_2,TZprojec_3,TZprojec_4,TZprojec_5,TZprojec_6,TZprojec_7,TZprojec_8,TZprojec_9,TZprojec10,TZprojec11,TZprojec12,TZprojec13,TZprojec14,TZprojec15,TZprojec16,TZprojec17,TZprojec18,TZprojec19,TZprojec20,TZprojec21,TZprojec22,TZprojec23,TZprojec24,TZprojec25,TZprojec26,TZprojec27,TZprojec28,TZprojec29,TZprojec30,TZprojec31,TZprojec32,TZprojec33,TZprojec34,TZprojec35,TZprojec36,TZprojec37,TZprojec38,TZprojec39,LOC_PID,NSW_LOCA_2,LGA_CODE16,LGA_NAME16,Split_id
3944,Riverstone Public School,931253.8986,Riverstone Public School,Riverstone - Marsden Park,116021312,11312,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,93.29712294,0,0,0,Riverstone,Greenfield,NWGA,Riverstone,"2,519","2,866","2,983","3,024","3,164","3,604","3,922","4,123","4,396",561,638,737,801,881,918,930,945,"1,010",NSW3397,RIVERSTONE,10750,Blacktown (C),583
3946,Riverstone_McCulloch St and Cranbourne St,1532359.186,Riverstone_McCulloch St and Cranbourne St,Riverstone - Marsden Park,116021312,11312,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Primary Production,153.5184422,0,0,0,Riverstone,Greenfield,NWGA,Riverstone,652,"1,564","2,688","3,830","5,348","5,577","5,775","5,921","6,121",140,163,222,269,318,340,354,365,391,NSW3397,RIVERSTONE,10750,Blacktown (C),583
3951,Riverstone,1720157.642,Riverstone,Riverstone - Marsden Park,116021312,11312,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Primary Production,172.3326971,0,0,0,West Schofields,Greenfield,NWGA,West Schofields,207,268,455,"1,185","2,400","2,655","2,881","3,048","3,274",118,129,164,194,222,236,244,249,265,NSW3397,RIVERSTONE,10750,Blacktown (C),583
4960,Orchard Hills,2926387.753,Orchard Hills,Mulgoa - Luddenham - Orchard Hills,124031463,11463,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Primary Production,293.1701495,Stage 1,GIC_2,0,Orchard Hills,Greenfield,Orchard Hills,Orchard Hills,496,504,517,547,600,641,680,715,747,370,413,437,440,445,494,557,633,708,NSW3126,ORCHARD HILLS,16350,Penrith (C),586
4961,Orchard Hills_Homestead Rd,5144792.806,Orchard Hills_Homestead Rd,Mulgoa - Luddenham - Orchard Hills,124031463,11463,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Primary Production,515.4112827,Stage 1,GIC_2,0,Orchard Hills,Greenfield,Orchard Hills,Orchard Hills,598,606,"1,331","2,405","2,918","6,258","9,597","12,950","16,635",85,98,142,288,334,495,553,574,594,NSW3126,ORCHARD HILLS,16350,Penrith (C),586
4964,Kingswood Golf Club,23591969.28,Kingswood Golf Club,Mulgoa - Luddenham - Orchard Hills,124031463,11463,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Other,2363.451171,Stage 1,GIC_2,0,Australian Defence,Greenfield,Australian Defence,Australian Defence,123,129,379,761,"1,291","3,452","5,619","7,791","10,505",361,407,474,607,640,768,831,880,937,NSW3126,ORCHARD HILLS,16350,Penrith (C),586
4972,Orchard Hills_South Creek,11332591.91,Orchard Hills_South Creek,Mulgoa - Luddenham - Orchard Hills,124031463,11463,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Primary Production,1135.309218,Stage 1,GIC_2,0,Orchard Hills,Greenfield,Orchard Hills,Orchard Hills,729,738,"1,942","3,350","4,955","7,662","10,267","12,881","14,699",537,623,793,"1,794","2,296","3,599","4,168","4,470","4,685",NSW3126,ORCHARD HILLS,16350,Penrith (C),586
2654,South Hurstville_Woniora Rd and Connells Point Rd,569185.3822,South Hurstville_Woniora Rd and Connells Point Rd,South Hurstville - Blakehurst,119031374,11374,Hurstville,11903,Sydney - Inner South West,119,Georges River (A),12930,Greater Sydney,1GSYD,South,Residential,57.0176924,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,531","3,734","4,036","4,343","4,772","5,154","5,451","5,668","5,871",361,387,417,442,474,500,526,548,573,NSW3620,SOUTH HURSTVILLE,12930,Georges River (A),587
2655,South Hurstville,992405.9209,South Hurstville,South Hurstville - Blakehurst,119031374,11374,Hurstville,11903,Sydney - Inner South West,119,Georges River (A),12930,Greater Sydney,1GSYD,South,Residential,99.41335543,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,349","3,534","3,885","4,263","4,808","5,391","5,971","6,540","7,036",870,920,996,"1,050","1,120","1,175","1,229","1,277","1,331",NSW3620,SOUTH HURSTVILLE,12930,Georges River (A),587
728,Rodd Point,745212.9525,Rodd Point,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,74.65450048,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,018","3,059","3,091","3,106","3,133","3,201","3,269","3,335","3,362",319,367,400,423,446,473,500,525,551,NSW3422,RODD POINT,11520,Canada Bay (A),589
2206,Clontarf Beach,959589.4796,Clontarf Beach,Balgowlah - Clontarf - Seaforth,122011418,11418,Manly,12201,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,96.13243019,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,784","2,800","2,794","2,823","2,853","3,043","3,233","3,421","3,609",540,572,582,588,596,609,619,624,630,NSW947,CLONTARF,15990,Northern Beaches (A),590
535,Double Bay Ferry Wharf,146327.7021,Double Bay Ferry Wharf,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,14.65886252,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,866,869,873,881,887,929,945,965,981,420,446,459,478,499,531,544,554,565,NSW1294,DOUBLE BAY,18500,Woollahra (A),592
536,Double Bay Plaza,101894.0028,Double Bay Plaza,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Commercial,10.20756417,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,489,531,582,659,716,995,"1,085","1,181","1,231","2,073","2,183","2,233","2,326","2,428","2,575","2,650","2,711","2,777",NSW1294,DOUBLE BAY,18500,Woollahra (A),592
537,Ascham Girls School_East,106703.7298,Ascham Girls School_East,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,10.6893881,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,095","1,099","1,101","1,105","1,109","1,158","1,180","1,205","1,226",909,984,"1,018","1,072","1,128","1,211","1,246","1,275","1,304",NSW1294,DOUBLE BAY,18500,Woollahra (A),592
541,Edgecliff_Manning Rd and Court Rd,183763.255,Edgecliff_Manning Rd and Court Rd,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,18.40906198,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,379","1,394","1,401","1,413","1,425","1,591","1,666","1,753","1,787","1,421","1,483","1,523","1,588","1,659","1,760","1,807","1,843","1,885",NSW1294,DOUBLE BAY,18500,Woollahra (A),592
542,Bellevue Hill_Carlotta Rd,303154.6217,Bellevue Hill_Carlotta Rd,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,30.3694454,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,443","1,452","1,461","1,476","1,491","1,754","1,874","2,014","2,057",191,202,208,217,228,245,253,259,266,NSW1294,DOUBLE BAY,18500,Woollahra (A),592
1918,Waverton,260376.2225,Waverton,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,26.084421,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,818","1,847","1,890","1,934","2,028","2,161","2,281","2,390","2,517",155,166,176,187,200,213,224,233,243,NSW4237,WAVERTON,15950,North Sydney (A),593
1919,Waverton Station,551595.977,Waverton Station,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,55.25864115,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,441","2,467","2,504","2,542","2,629","2,754","2,858","2,969","3,126",944,"1,034","1,081","1,140","1,202","1,260","1,304","1,337","1,372",NSW4237,WAVERTON,15950,North Sydney (A),593
3284,Long Point,3363875.822,Long Point,Macquarie Fields - Glenfield,123021442,11442,Campbelltown (NSW),12302,Sydney - Outer South West,123,Campbelltown (C) (NSW),11500,Greater Sydney,1GSYD,South West,Residential,336.9690708,0,0,0,0,Established,Established,Established_Campbelltown (C) (NSW),"2,813","2,869","2,948","3,009","3,091","3,711","4,739","6,169","7,609",170,180,190,186,194,213,236,271,298,NSW2405,LONG POINT,11500,Campbelltown (C) (NSW),594
2019,Bilgola Beach,1292230.175,Bilgola Beach,Newport - Bilgola,122021422,11422,Pittwater,12202,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,129.4624652,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,183","2,212","2,234","2,271","2,408","2,515","2,619","2,713","2,860",441,467,502,542,588,625,660,689,719,NSW5093,BILGOLA BEACH,15990,Northern Beaches (A),596
2353,Mount Lewis Public School,642381.8544,Mount Lewis Public School,Greenacre - Mount Lewis,119011357,11357,Bankstown,11901,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,64.35175786,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,698","2,839","2,976","3,075","3,157","3,252","3,367","3,499","3,569",263,271,287,301,313,324,338,350,365,NSW2796,MOUNT LEWIS,11570,Canterbury-Bankstown (A),597
2306,Mount Lewis,303322.2237,Mount Lewis,Bankstown - North,119011571,11571,Bankstown,11901,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,30.385814,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,355","1,371","1,401","1,449","1,485","1,497","1,506","1,507","1,566",146,152,160,166,174,180,188,195,203,NSW2796,MOUNT LEWIS,11570,Canterbury-Bankstown (A),597
4209,Glossodia,20316972.44,Glossodia,Kurrajong Heights - Ebenezer,115031300,11300,Hawkesbury,11503,Sydney - Baulkham Hills and Hawkesbury,115,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Primary Production,2035.505388,0,0,0,0,Rural,Rural,Rural_Hawkesbury (C),"3,494","3,503","3,509","3,563","3,741","3,740","3,740","3,740","3,740",635,655,663,677,703,739,771,805,851,NSW1702,GLOSSODIA,13800,Hawkesbury (C),598
664,Breakfast Point,271053.5443,Breakfast Point,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,27.15400215,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,742","3,532","4,296","4,636","4,846","5,245","5,688","6,164","6,810",567,609,664,698,732,773,814,852,892,NSW564,BREAKFAST POINT,11520,Canada Bay (A),599
700,Mortlake,276720.6013,Mortlake,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,27.7217609,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,004","2,580","3,138","3,387","3,541","3,832","4,156","4,503","4,975",581,625,681,716,751,793,835,874,915,NSW564,BREAKFAST POINT,11520,Canada Bay (A),599
4016,Oakhurst_Hanna Reserve,836755.204,Oakhurst_Hanna Reserve,Hassall Grove - Plumpton,116031315,11315,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,83.82852063,0,GIC_2,0,Mount Druitt,Established,Mount Druitt,Mount Druitt,"3,139","3,183","3,208","3,223","3,244","3,291","3,362","3,447","3,564",192,199,207,213,229,242,256,270,284,NSW3087,OAKHURST,10750,Blacktown (C),604
4017,Oakhurst,805211.1425,Oakhurst,Hassall Grove - Plumpton,116031315,11315,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,80.66834072,0,GIC_2,0,Mount Druitt,Established,Mount Druitt,Mount Druitt,"2,407","2,443","2,463","2,472","2,479","2,531","2,612","2,709","2,842",169,177,185,192,206,219,232,245,257,NSW3087,OAKHURST,10750,Blacktown (C),604
4018,Oakhurst_Sir Douglas Mawson Reserve,381112.7542,Oakhurst_Sir Douglas Mawson Reserve,Hassall Grove - Plumpton,116031315,11315,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,38.18093555,0,GIC_2,0,Mount Druitt,Established,Mount Druitt,Mount Druitt,"1,612","1,637","1,651","1,659","1,669","1,692","1,728","1,769","1,827",92,96,99,102,110,116,123,130,136,NSW3087,OAKHURST,10750,Blacktown (C),604
428,Port Botany Business Park_West,347360.4434,Port Botany Business Park_West,Port Botany Industrial,117011324,11324,Botany,11701,Sydney - City and Inner South,117,Randwick (C),16550,Greater Sydney,1GSYD,Central,Industrial,34.79675934,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,7,7,7,7,7,7,7,8,9,"1,042","1,167","1,199","1,209","1,230","1,257","1,286","1,311","1,338",NSW2545,MATRAVILLE,16550,Randwick (C),606
429,Military Rd,1273071.436,Military Rd,Port Botany Industrial,117011324,11324,Botany,11701,Sydney - City and Inner South,117,Randwick (C),16550,Greater Sydney,1GSYD,Central,Industrial,127.5292073,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"2,506","2,777","2,868","3,000","3,117","3,185","3,242","3,279","3,339",NSW2545,MATRAVILLE,16550,Randwick (C),606
624,Matraville_Eastern Rd and Beauchamp Rd,525263.5531,Matraville_Eastern Rd and Beauchamp Rd,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,52.61834759,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,823","2,892","3,068","3,179","3,324","3,539","3,827","3,905","4,086",212,228,248,259,272,290,309,327,346,NSW2545,MATRAVILLE,16550,Randwick (C),606
625,Matraville,405074.0814,Matraville,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,40.5782923,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,771","1,901","2,041","2,399","2,617","2,857","3,109","3,460","3,634","1,550","1,603","1,693","1,701","1,752","1,842","1,949","2,050","2,157",NSW2545,MATRAVILLE,16550,Randwick (C),606
627,Matraville_Menin Av and Flinders St,687136.5731,Matraville_Menin Av and Flinders St,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,68.83385555,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,625","2,645","2,675","2,851","2,901","2,946","2,981","3,128","3,264",655,720,776,819,866,919,968,"1,010","1,057",NSW2545,MATRAVILLE,16550,Randwick (C),606
628,Port Botany Business Park_East,453949.0315,Port Botany Business Park_East,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,45.4742483,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,197","2,231","2,270","2,453","2,506","2,555","2,596","2,743","2,859",251,259,280,291,306,325,345,364,384,NSW2545,MATRAVILLE,16550,Randwick (C),606
723,Drummoyne Wharf,420127.0854,Drummoyne Wharf,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,42.0880141,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,526","2,608","2,819","2,925","2,983","2,995","3,015","3,040","3,072",400,453,487,512,539,571,600,626,655,NSW1307,DRUMMOYNE,11520,Canada Bay (A),607
724,Drummoyne,288756.2822,Drummoyne,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,28.92734215,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,335","1,341","1,347","1,353","1,367","1,399","1,431","1,463","1,479",160,179,192,203,213,225,237,248,260,NSW1307,DRUMMOYNE,11520,Canada Bay (A),607
725,Birkenhead Wharf and Shopping Centre,725957.948,Birkenhead Wharf and Shopping Centre,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,72.72580274,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,706","4,201","4,849","5,090","5,198","5,229","5,271","5,325","5,396","2,550","2,796","2,985","3,165","3,327","3,515","3,703","3,870","4,055",NSW1307,DRUMMOYNE,11520,Canada Bay (A),607
727,Drummoyne Boys High School,527363.4697,Drummoyne Boys High School,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,52.83072471,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,596","2,651","2,698","2,726","2,760","2,808","2,856","2,908","2,972",495,575,635,676,717,765,814,860,909,NSW1307,DRUMMOYNE,11520,Canada Bay (A),607
743,Drummoyne_Gladesville Bridge,343977.3305,Drummoyne_Gladesville Bridge,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,34.45944366,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,449","2,528","2,733","2,835","2,891","2,904","2,922","2,946","2,978",623,705,759,797,840,888,934,974,"1,019",NSW1307,DRUMMOYNE,11520,Canada Bay (A),607
1725,West Pymble Shopping Centre,1990178.16,West Pymble Shopping Centre,Pymble,121031409,11409,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,199.3803722,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,677","3,712","3,731","3,741","3,799","3,920","4,037","4,172","4,367",570,616,665,704,731,777,818,855,894,NSW4284,WEST PYMBLE,14500,Ku-ring-gai (A),608
1726,De Burghs Bridge Macquarie Park,1686753.706,De Burghs Bridge Macquarie Park,Pymble,121031409,11409,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,168.9823198,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,827","1,858","1,871","1,879","1,904","1,956","2,001","2,072","2,168",358,381,408,430,443,469,494,517,541,NSW4284,WEST PYMBLE,14500,Ku-ring-gai (A),608
1819,Lane Cove_Helen St and Norton La,257580.0491,Lane Cove_Helen St  and Norton La,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,25.80454202,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,641","3,737","3,876","3,998","4,060","4,127","4,199","4,353","4,600",305,315,322,330,343,356,368,379,390,NSW2290,LANE COVE NORTH,14700,Lane Cove (A),610
1820,Lane Cove_Centennial Ave and Karilla Ave,555648.6151,Lane Cove_Centennial Ave and Karilla Ave,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,55.66522463,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,359","2,800","2,997","3,170","3,252","3,343","3,419","3,590","3,789",143,145,148,151,158,164,167,171,175,NSW2290,LANE COVE NORTH,14700,Lane Cove (A),610
1821,Lane Cove North_Kullah Parade,185411.9444,Lane Cove North_Kullah Parade,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,18.57470571,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,833","2,216","2,427","2,727","3,256","3,750","4,129","4,611","4,872",56,55,57,58,60,62,64,65,67,NSW2290,LANE COVE NORTH,14700,Lane Cove (A),610
1816,Clifford Love Footbridge Lane Cove,1099940.847,Clifford Love Footbridge Lane Cove,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,110.1930041,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,191","3,402","3,785","4,159","4,536","4,847","5,210","5,470","5,742",857,884,901,924,954,981,"1,005","1,026","1,049",NSW2290,LANE COVE NORTH,18250,Willoughby (C),611
1818,Lane Cove North,259983.0818,Lane Cove North,Chatswood (West) - Lane Cove North,121011399,11399,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Lane Cove (A),14700,Greater Sydney,1GSYD,North,Residential,26.04528897,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,950,"1,148","1,257","1,413","1,687","1,942","2,139","2,389","2,524",78,76,80,81,84,87,89,92,94,NSW2290,LANE COVE NORTH,18250,Willoughby (C),611
1801,Chatswood_Gibbs St and Smith St,392282.3571,Chatswood_Gibbs St and Smith St,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Industrial,39.29937803,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,342,345,348,351,355,367,380,393,408,"3,696","3,754","3,876","3,962","4,084","4,163","4,236","4,306","4,399",NSW906,CHATSWOOD,18250,Willoughby (C),614
1803,Chatswood Chase Shopping Centre,194876.9552,Chatswood Chase Shopping Centre,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,19.52299648,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,747,905,"1,100","1,280","1,405","1,444","1,489","1,539","1,609","4,403","4,523","4,565","4,746","4,952","5,100","5,237","5,360","5,494",NSW906,CHATSWOOD,18250,Willoughby (C),614
1804,Chatswood,728236.2694,Chatswood,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,72.95551348,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,982","4,018","4,077","4,183","4,352","4,511","4,698","4,904","5,095",932,959,986,"1,022","1,064","1,098","1,128","1,154","1,183",NSW906,CHATSWOOD,18250,Willoughby (C),614
1805,Westfield Chatswood_Chatswood Station_East,121598.6861,Westfield Chatswood_Chatswood Station_East,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,12.1818845,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,607,641,698,755,817,906,999,"1,098","1,175","6,760","7,421","7,877","8,242","8,672","9,014","9,463","9,785","10,019",NSW906,CHATSWOOD,18250,Willoughby (C),614
1806,Chatswood Station_West,93233.08287,Chatswood Station_West,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,9.340184092,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,875","2,918","2,963","3,008","3,208","3,968","4,668","5,315","5,755","10,966","11,985","12,716","13,300","13,870","14,274","14,820","15,246","15,525",NSW906,CHATSWOOD,18250,Willoughby (C),614
1807,Legacy House Hospital,573847.6013,Legacy House Hospital,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,57.48858705,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,552","3,626","3,758","3,880","4,008","4,246","4,488","4,727","4,987","1,039","1,134","1,165","1,216","1,258","1,249","1,272","1,298","1,330",NSW906,CHATSWOOD,18250,Willoughby (C),614
1811,Westfield Chatswood_Anderson St,83296.76123,Westfield Chatswood_Anderson St,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,8.34476545,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,924","2,033","2,213","2,395","2,592","2,872","3,170","3,482","3,727",142,156,166,174,183,190,199,206,211,NSW906,CHATSWOOD,18250,Willoughby (C),614
1812,Chatswood West_Zenith Centre,71611.84782,Chatswood West_Zenith Centre,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Commercial,7.174153828,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,220","2,252","2,288","2,322","2,477","3,063","3,604","4,104","4,443","2,474","2,704","2,868","3,000","3,129","3,220","3,343","3,439","3,502",NSW906,CHATSWOOD,18250,Willoughby (C),614
