Area,Data type,Year,Number,Unnamed: 4,LGA
Berowra Heights - North Eastern Rural,Total Population,2035,7200,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2036,7215,,Hornsby Shire
Castle Hill,Total Population,2016,5913,,Hornsby Shire
Castle Hill,Total Population,2017,5887,,Hornsby Shire
Castle Hill,Total Population,2018,5934,,Hornsby Shire
Castle Hill,Total Population,2019,5963,,Hornsby Shire
Castle Hill,Total Population,2020,5917,,Hornsby Shire
Castle Hill,Total Population,2021,5877,,Hornsby Shire
Castle Hill,Total Population,2022,5842,,Hornsby Shire
Castle Hill,Total Population,2023,5804,,Hornsby Shire
Castle Hill,Total Population,2024,5778,,Hornsby Shire
Castle Hill,Total Population,2025,5758,,Hornsby Shire
Castle Hill,Total Population,2026,5732,,Hornsby Shire
Castle Hill,Total Population,2027,5714,,Hornsby Shire
Castle Hill,Total Population,2028,5691,,Hornsby Shire
Castle Hill,Total Population,2029,5676,,Hornsby Shire
Castle Hill,Total Population,2030,5666,,Hornsby Shire
Castle Hill,Total Population,2031,5653,,Hornsby Shire
Castle Hill,Total Population,2032,5639,,Hornsby Shire
Castle Hill,Total Population,2033,5632,,Hornsby Shire
Castle Hill,Total Population,2034,5624,,Hornsby Shire
Castle Hill,Total Population,2035,5623,,Hornsby Shire
Castle Hill,Total Population,2036,5620,,Hornsby Shire
Cherrybrook,Total Population,2016,19348,,Hornsby Shire
Cherrybrook,Total Population,2017,19109,,Hornsby Shire
Cherrybrook,Total Population,2018,18931,,Hornsby Shire
Cherrybrook,Total Population,2019,18786,,Hornsby Shire
Cherrybrook,Total Population,2020,18680,,Hornsby Shire
Cherrybrook,Total Population,2021,18607,,Hornsby Shire
Cherrybrook,Total Population,2022,18554,,Hornsby Shire
Cherrybrook,Total Population,2023,18606,,Hornsby Shire
Cherrybrook,Total Population,2024,18848,,Hornsby Shire
Cherrybrook,Total Population,2025,19156,,Hornsby Shire
Cherrybrook,Total Population,2026,19460,,Hornsby Shire
Cherrybrook,Total Population,2027,19731,,Hornsby Shire
Cherrybrook,Total Population,2028,19976,,Hornsby Shire
Cherrybrook,Total Population,2029,20291,,Hornsby Shire
Cherrybrook,Total Population,2030,20514,,Hornsby Shire
Cherrybrook,Total Population,2031,20653,,Hornsby Shire
Cherrybrook,Total Population,2032,20641,,Hornsby Shire
Cherrybrook,Total Population,2033,20628,,Hornsby Shire
Cherrybrook,Total Population,2034,20667,,Hornsby Shire
Cherrybrook,Total Population,2035,20777,,Hornsby Shire
Cherrybrook,Total Population,2036,20890,,Hornsby Shire
Dural,Total Population,2016,5658,,Hornsby Shire
Dural,Total Population,2017,5708,,Hornsby Shire
Dural,Total Population,2018,5696,,Hornsby Shire
Dural,Total Population,2019,5701,,Hornsby Shire
Dural,Total Population,2020,5727,,Hornsby Shire
Dural,Total Population,2021,5741,,Hornsby Shire
Dural,Total Population,2022,5938,,Hornsby Shire
Dural,Total Population,2023,6120,,Hornsby Shire
Dural,Total Population,2024,6240,,Hornsby Shire
Dural,Total Population,2025,6283,,Hornsby Shire
Dural,Total Population,2026,6309,,Hornsby Shire
Dural,Total Population,2027,6291,,Hornsby Shire
Dural,Total Population,2028,6267,,Hornsby Shire
Dural,Total Population,2029,6255,,Hornsby Shire
Dural,Total Population,2030,6240,,Hornsby Shire
Dural,Total Population,2031,6242,,Hornsby Shire
Dural,Total Population,2032,6243,,Hornsby Shire
Dural,Total Population,2033,6248,,Hornsby Shire
Dural,Total Population,2034,6259,,Hornsby Shire
Dural,Total Population,2035,6261,,Hornsby Shire
Dural,Total Population,2036,6268,,Hornsby Shire
Galston - Middle Dural,Total Population,2016,3482,,Hornsby Shire
Galston - Middle Dural,Total Population,2017,3511,,Hornsby Shire
Galston - Middle Dural,Total Population,2018,3549,,Hornsby Shire
Galston - Middle Dural,Total Population,2019,3556,,Hornsby Shire
Galston - Middle Dural,Total Population,2020,3581,,Hornsby Shire
Galston - Middle Dural,Total Population,2021,3598,,Hornsby Shire
Galston - Middle Dural,Total Population,2022,3732,,Hornsby Shire
Galston - Middle Dural,Total Population,2023,3851,,Hornsby Shire
Galston - Middle Dural,Total Population,2024,3853,,Hornsby Shire
Galston - Middle Dural,Total Population,2025,3912,,Hornsby Shire
Galston - Middle Dural,Total Population,2026,3965,,Hornsby Shire
Galston - Middle Dural,Total Population,2027,4033,,Hornsby Shire
Galston - Middle Dural,Total Population,2028,4107,,Hornsby Shire
Galston - Middle Dural,Total Population,2029,4160,,Hornsby Shire
Galston - Middle Dural,Total Population,2030,4222,,Hornsby Shire
Galston - Middle Dural,Total Population,2031,4272,,Hornsby Shire
Galston - Middle Dural,Total Population,2032,4280,,Hornsby Shire
Galston - Middle Dural,Total Population,2033,4289,,Hornsby Shire
Galston - Middle Dural,Total Population,2034,4297,,Hornsby Shire
Galston - Middle Dural,Total Population,2035,4312,,Hornsby Shire
Galston - Middle Dural,Total Population,2036,4326,,Hornsby Shire
Hornsby,Total Population,2016,23022,,Hornsby Shire
Hornsby,Total Population,2017,23555,,Hornsby Shire
Hornsby,Total Population,2018,23560,,Hornsby Shire
Hornsby,Total Population,2019,24137,,Hornsby Shire
Hornsby,Total Population,2020,24565,,Hornsby Shire
Hornsby,Total Population,2021,24538,,Hornsby Shire
Hornsby,Total Population,2022,24601,,Hornsby Shire
Hornsby,Total Population,2023,24996,,Hornsby Shire
Hornsby,Total Population,2024,25461,,Hornsby Shire
Hornsby,Total Population,2025,25896,,Hornsby Shire
Hornsby,Total Population,2026,26345,,Hornsby Shire
Hornsby,Total Population,2027,26926,,Hornsby Shire
Hornsby,Total Population,2028,27446,,Hornsby Shire
Hornsby,Total Population,2029,28012,,Hornsby Shire
Hornsby,Total Population,2030,28582,,Hornsby Shire
Hornsby,Total Population,2031,29277,,Hornsby Shire
Hornsby,Total Population,2032,30187,,Hornsby Shire
Hornsby,Total Population,2033,31076,,Hornsby Shire
Hornsby,Total Population,2034,31835,,Hornsby Shire
Hornsby,Total Population,2035,32547,,Hornsby Shire
Hornsby,Total Population,2036,33243,,Hornsby Shire
Hornsby Heights,Total Population,2016,6485,,Hornsby Shire
Hornsby Heights,Total Population,2017,6470,,Hornsby Shire
Hornsby Heights,Total Population,2018,6480,,Hornsby Shire
Hornsby Heights,Total Population,2019,6471,,Hornsby Shire
Hornsby Heights,Total Population,2020,6445,,Hornsby Shire
Hornsby Heights,Total Population,2021,6458,,Hornsby Shire
Hornsby Heights,Total Population,2022,6452,,Hornsby Shire
Hornsby Heights,Total Population,2023,6427,,Hornsby Shire
Hornsby Heights,Total Population,2024,6425,,Hornsby Shire
Hornsby Heights,Total Population,2025,6438,,Hornsby Shire
Hornsby Heights,Total Population,2026,6438,,Hornsby Shire
Hornsby Heights,Total Population,2027,6452,,Hornsby Shire
Hornsby Heights,Total Population,2028,6473,,Hornsby Shire
Hornsby Heights,Total Population,2029,6482,,Hornsby Shire
Hornsby Heights,Total Population,2030,6491,,Hornsby Shire
Hornsby Heights,Total Population,2031,6509,,Hornsby Shire
Hornsby Heights,Total Population,2032,6507,,Hornsby Shire
Hornsby Heights,Total Population,2033,6514,,Hornsby Shire
Hornsby Heights,Total Population,2034,6524,,Hornsby Shire
Hornsby Heights,Total Population,2035,6547,,Hornsby Shire
Hornsby Heights,Total Population,2036,6562,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2016,9148,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2017,9100,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2018,9630,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2019,10001,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2020,10058,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2021,10242,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2022,10341,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2023,10339,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2024,10360,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2025,10454,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2026,10563,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2027,10658,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2028,10757,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2029,10803,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2030,10847,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2031,10900,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2032,10950,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2033,10995,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2034,11039,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2035,11020,,Hornsby Shire
Mount Colah - Mount Kuring-gai,Total Population,2036,11011,,Hornsby Shire
Normanhurst,Total Population,2016,5537,,Hornsby Shire
Normanhurst,Total Population,2017,5601,,Hornsby Shire
Normanhurst,Total Population,2018,5630,,Hornsby Shire
Normanhurst,Total Population,2019,5790,,Hornsby Shire
Normanhurst,Total Population,2020,5588,,Hornsby Shire
Normanhurst,Total Population,2021,5716,,Hornsby Shire
Normanhurst,Total Population,2022,5917,,Hornsby Shire
Normanhurst,Total Population,2023,5912,,Hornsby Shire
Normanhurst,Total Population,2024,5911,,Hornsby Shire
Normanhurst,Total Population,2025,5913,,Hornsby Shire
Normanhurst,Total Population,2026,5910,,Hornsby Shire
Normanhurst,Total Population,2027,5905,,Hornsby Shire
Normanhurst,Total Population,2028,5895,,Hornsby Shire
Normanhurst,Total Population,2029,5914,,Hornsby Shire
Normanhurst,Total Population,2030,5933,,Hornsby Shire
Normanhurst,Total Population,2031,5931,,Hornsby Shire
Normanhurst,Total Population,2032,5930,,Hornsby Shire
Normanhurst,Total Population,2033,5963,,Hornsby Shire
Normanhurst,Total Population,2034,5997,,Hornsby Shire
Normanhurst,Total Population,2035,5999,,Hornsby Shire
Normanhurst,Total Population,2036,6000,,Hornsby Shire
North Epping,Total Population,2016,4694,,Hornsby Shire
North Epping,Total Population,2017,4732,,Hornsby Shire
North Epping,Total Population,2018,4740,,Hornsby Shire
North Epping,Total Population,2019,4753,,Hornsby Shire
North Epping,Total Population,2020,4732,,Hornsby Shire
North Epping,Total Population,2021,4732,,Hornsby Shire
North Epping,Total Population,2022,4749,,Hornsby Shire
North Epping,Total Population,2023,4760,,Hornsby Shire
North Epping,Total Population,2024,4772,,Hornsby Shire
North Epping,Total Population,2025,4776,,Hornsby Shire
North Epping,Total Population,2026,4790,,Hornsby Shire
North Epping,Total Population,2027,4800,,Hornsby Shire
North Epping,Total Population,2028,4800,,Hornsby Shire
North Epping,Total Population,2029,4815,,Hornsby Shire
North Epping,Total Population,2030,4818,,Hornsby Shire
North Epping,Total Population,2031,4829,,Hornsby Shire
North Epping,Total Population,2032,4833,,Hornsby Shire
North Epping,Total Population,2033,4837,,Hornsby Shire
North Epping,Total Population,2034,4842,,Hornsby Shire
North Epping,Total Population,2035,4847,,Hornsby Shire
North Epping,Total Population,2036,4857,,Hornsby Shire
Pennant Hills,Total Population,2016,7567,,Hornsby Shire
Pennant Hills,Total Population,2017,7594,,Hornsby Shire
Pennant Hills,Total Population,2018,7814,,Hornsby Shire
Pennant Hills,Total Population,2019,7976,,Hornsby Shire
Pennant Hills,Total Population,2020,7975,,Hornsby Shire
Pennant Hills,Total Population,2021,7968,,Hornsby Shire
Pennant Hills,Total Population,2022,7958,,Hornsby Shire
Pennant Hills,Total Population,2023,7949,,Hornsby Shire
Pennant Hills,Total Population,2024,7945,,Hornsby Shire
Pennant Hills,Total Population,2025,7936,,Hornsby Shire
Pennant Hills,Total Population,2026,7938,,Hornsby Shire
Pennant Hills,Total Population,2027,8006,,Hornsby Shire
Pennant Hills,Total Population,2028,8136,,Hornsby Shire
Pennant Hills,Total Population,2029,8269,,Hornsby Shire
Pennant Hills,Total Population,2030,8404,,Hornsby Shire
Pennant Hills,Total Population,2031,8534,,Hornsby Shire
Pennant Hills,Total Population,2032,8661,,Hornsby Shire
Pennant Hills,Total Population,2033,8785,,Hornsby Shire
Pennant Hills,Total Population,2034,8910,,Hornsby Shire
Pennant Hills,Total Population,2035,9038,,Hornsby Shire
Pennant Hills,Total Population,2036,9129,,Hornsby Shire
Thornleigh,Total Population,2016,8737,,Hornsby Shire
Thornleigh,Total Population,2017,8753,,Hornsby Shire
Thornleigh,Total Population,2018,8699,,Hornsby Shire
Thornleigh,Total Population,2019,8750,,Hornsby Shire
Thornleigh,Total Population,2020,8955,,Hornsby Shire
Thornleigh,Total Population,2021,9452,,Hornsby Shire
Thornleigh,Total Population,2022,9559,,Hornsby Shire
Thornleigh,Total Population,2023,9874,,Hornsby Shire
Thornleigh,Total Population,2024,10111,,Hornsby Shire
Thornleigh,Total Population,2025,10239,,Hornsby Shire
Thornleigh,Total Population,2026,10388,,Hornsby Shire
Thornleigh,Total Population,2027,10481,,Hornsby Shire
Thornleigh,Total Population,2028,10533,,Hornsby Shire
Thornleigh,Total Population,2029,10632,,Hornsby Shire
Thornleigh,Total Population,2030,10702,,Hornsby Shire
Thornleigh,Total Population,2031,10684,,Hornsby Shire
Thornleigh,Total Population,2032,10674,,Hornsby Shire
Thornleigh,Total Population,2033,10665,,Hornsby Shire
Thornleigh,Total Population,2034,10655,,Hornsby Shire
Thornleigh,Total Population,2035,10651,,Hornsby Shire
Thornleigh,Total Population,2036,10649,,Hornsby Shire
Wahroonga,Total Population,2016,4515,,Hornsby Shire
Wahroonga,Total Population,2017,4587,,Hornsby Shire
Wahroonga,Total Population,2018,4669,,Hornsby Shire
Wahroonga,Total Population,2019,4717,,Hornsby Shire
Wahroonga,Total Population,2020,4730,,Hornsby Shire
Wahroonga,Total Population,2021,4982,,Hornsby Shire
Wahroonga,Total Population,2022,4994,,Hornsby Shire
Wahroonga,Total Population,2023,5052,,Hornsby Shire
Wahroonga,Total Population,2024,5057,,Hornsby Shire
Wahroonga,Total Population,2025,5338,,Hornsby Shire
Wahroonga,Total Population,2026,5393,,Hornsby Shire
Wahroonga,Total Population,2027,5474,,Hornsby Shire
Wahroonga,Total Population,2028,5482,,Hornsby Shire
Wahroonga,Total Population,2029,5515,,Hornsby Shire
Wahroonga,Total Population,2030,5510,,Hornsby Shire
Wahroonga,Total Population,2031,5549,,Hornsby Shire
Wahroonga,Total Population,2032,5541,,Hornsby Shire
Wahroonga,Total Population,2033,5538,,Hornsby Shire
Wahroonga,Total Population,2034,5533,,Hornsby Shire
Wahroonga,Total Population,2035,5565,,Hornsby Shire
Wahroonga,Total Population,2036,5556,,Hornsby Shire
Waitara,Total Population,2016,5900,,Hornsby Shire
Waitara,Total Population,2017,6924,,Hornsby Shire
Waitara,Total Population,2018,7338,,Hornsby Shire
Waitara,Total Population,2019,7520,,Hornsby Shire
Waitara,Total Population,2020,7654,,Hornsby Shire
